comune,anno,popolazione_residente,superficie_kmq,arrivi_totali,presenze_totali,numero_strutture_totali,letti_totali,camere_totali,abitazioni_occupate,abitazioni_non_occupate,abitazioni_totali,presenze_per_residente,presenze_per_kmq,tasso_occupazione_media,permanenza_media_giorni,crescita_presenze_yoy_pct,crescita_letti_yoy_pct,letti_per_struttura,letti_per_residente,quota_abitazioni_non_occupate_pct,posti_letto_informali_stimati,pressione_potenziale_totale,densita_abitanti_kmq,gini_stagionalita,gini_stagionalita_solo_mesi_attivi,n_mesi_con_dati_turismo
Bortigiadas,2024,709,75.668,794.0,1482.0,8.0,59.0,24.0,326,259,585,2.09,19.6,0.069,1.87,59.9,40.5,7.4,0.083,44.3,596.0,0.923,9.4,0.5015,0.4562,11
Bortigiadas,2025,700,75.668,1013.0,2501.0,11.0,75.0,32.0,326,259,585,3.57,33.1,0.091,2.47,68.8,27.1,6.8,0.107,44.3,596.0,0.958,9.3,0.5389,0.497,11
Bosa,2022,7539,128.395,39417.0,92626.0,222.0,2045.0,1181.0,3385,2820,6205,12.29,721.4,0.124,2.35,,,9.2,0.271,45.4,6486.0,1.132,58.7,0.5078,0.5078,12
Bosa,2023,7488,128.395,43730.0,105002.0,229.0,1986.0,906.0,3405,2850,6255,14.02,817.8,0.145,2.4,13.4,-2.9,8.7,0.265,45.6,6555.0,1.141,58.3,0.4755,0.4755,12
Bosa,2024,7398,128.395,44617.0,101768.0,340.0,2591.0,1178.0,3405,2850,6255,13.76,792.6,0.108,2.28,-3.1,30.5,7.6,0.35,45.6,6555.0,1.236,57.6,0.4884,0.4884,12
Bosa,2025,7346,128.395,51621.0,122405.0,404.0,2946.0,1309.0,3405,2850,6255,16.66,953.3,0.114,2.37,20.3,13.7,7.3,0.401,45.6,6555.0,1.293,57.2,0.4865,0.4865,12
Bottidda,2023,648,33.981,230.0,415.0,3.0,13.0,34.0,302,200,502,0.64,12.2,0.087,1.8,,-27.8,4.3,0.02,39.8,460.0,0.73,19.1,0.4761,0.3713,10
Bottidda,2024,654,33.981,224.0,570.0,2.0,9.0,32.0,302,200,502,0.87,16.8,0.174,2.54,37.3,-30.8,4.5,0.014,39.8,460.0,0.717,19.2,0.3737,0.3737,12
Bottidda,2025,639,33.981,210.0,433.0,2.0,9.0,32.0,302,200,502,0.68,12.7,0.132,2.06,-24.0,0.0,4.5,0.014,39.8,460.0,0.734,18.8,0.4209,0.3683,11
Buddusò,2025,3513,176.695,55.0,212.0,6.0,107.0,62.0,1393,792,2185,0.06,1.2,0.005,3.85,443.6,-5.3,17.8,0.03,36.2,1822.0,0.549,19.9,0.8559,0.4235,3
Budoni,2022,5333,56.222,93168.0,664236.0,518.0,9623.0,3914.0,2758,7512,10270,124.55,11814.5,0.189,7.13,,,18.6,1.804,73.1,17278.0,5.044,94.9,0.6513,0.5815,10
Budoni,2023,5434,56.222,110377.0,669288.0,703.0,11336.0,4073.0,2904,7722,10626,123.17,11904.4,0.162,6.06,0.8,17.8,16.1,2.086,72.7,17761.0,5.355,96.7,0.6457,0.6134,11
Budoni,2024,5504,56.222,127062.0,776673.0,1065.0,13195.0,5245.0,2904,7722,10626,141.11,13814.4,0.161,6.11,16.0,16.4,12.4,2.397,72.7,17761.0,5.624,97.9,0.5983,0.5983,12
Budoni,2025,5577,56.222,138321.0,924377.0,1472.0,15415.0,6330.0,2904,7722,10626,165.75,16441.6,0.164,6.68,19.0,16.8,10.5,2.764,72.7,17761.0,5.949,99.2,0.6229,0.6229,12
Buggerru,2022,1053,48.323,5149.0,14237.0,54.0,379.0,161.0,515,881,1396,13.52,294.6,0.103,2.77,,,7.0,0.36,63.1,2026.0,2.284,21.8,0.5948,0.5948,12
Buggerru,2023,1052,48.323,6021.0,15883.0,64.0,436.0,164.0,517,891,1408,15.1,328.7,0.1,2.64,11.6,15.0,6.8,0.414,63.3,2049.0,2.362,21.8,0.5825,0.5825,12
Buggerru,2024,1026,48.323,9291.0,22491.0,83.0,545.0,224.0,517,891,1408,21.92,465.4,0.113,2.42,41.6,25.0,6.6,0.531,63.3,2049.0,2.529,21.2,0.5638,0.5638,12
Buggerru,2025,1014,48.323,11984.0,26810.0,116.0,700.0,289.0,517,891,1408,26.44,554.8,0.105,2.24,19.2,28.4,6.0,0.69,63.3,2049.0,2.711,21.0,0.5193,0.5193,12
Bultei,2024,804,96.899,40.0,115.0,2.0,31.0,17.0,372,444,816,0.14,1.2,0.01,2.88,,0.0,15.5,0.039,54.4,1021.0,1.309,8.3,0.9167,,1
Bultei,2025,788,96.899,54.0,94.0,3.0,37.0,20.0,372,444,816,0.12,1.0,0.007,1.74,-18.3,19.4,12.3,0.047,54.4,1021.0,1.343,8.1,0.8004,0.2016,3
Burcei,2023,2629,94.845,281.0,572.0,2.0,15.0,10.0,1045,316,1361,0.22,6.0,0.104,2.04,,-50.0,7.5,0.006,23.2,727.0,0.282,27.7,0.8156,0.4469,4
Burcei,2024,2617,94.845,138.0,296.0,3.0,19.0,12.0,1045,316,1361,0.11,3.1,0.043,2.14,-48.3,26.7,6.3,0.007,23.2,727.0,0.285,27.6,0.7635,0.527,6
Burcei,2025,2590,94.845,186.0,458.0,3.0,19.0,12.0,1045,316,1361,0.18,4.8,0.066,2.46,54.7,0.0,6.3,0.007,23.2,727.0,0.288,27.3,0.626,0.3588,7
Burgos,2025,821,18.045,34.0,170.0,3.0,17.0,10.0,411,223,634,0.21,9.4,0.027,5.0,,,5.7,0.021,35.2,513.0,0.645,45.5,0.8047,0.219,3
Busachi,2022,1172,58.91,28.0,122.0,4.0,22.0,9.0,540,565,1105,0.1,2.1,0.015,4.36,,,5.5,0.019,51.1,1300.0,1.128,19.9,0.8333,,2
Busachi,2025,1112,58.91,35.0,89.0,3.0,16.0,6.0,535,575,1110,0.08,1.5,0.015,2.54,345.0,0.0,5.3,0.014,51.8,1323.0,1.204,18.9,0.8542,,2
Cabras,2022,8809,101.983,26516.0,90802.0,306.0,2672.0,1085.0,3887,1637,5524,10.31,890.4,0.093,3.42,,,8.7,0.303,29.6,3765.0,0.731,86.4,0.5623,0.5623,12
Cabras,2023,8749,101.983,29992.0,94856.0,344.0,2792.0,1124.0,3914,1701,5615,10.84,930.1,0.093,3.16,4.5,4.5,8.1,0.319,30.3,3912.0,0.766,85.8,0.5986,0.5986,12
Cabras,2024,8831,101.983,27759.0,94173.0,425.0,3180.0,1281.0,3914,1701,5615,10.66,923.4,0.081,3.39,-0.7,13.9,7.5,0.36,30.3,3912.0,0.803,86.6,0.5859,0.5859,12
Cabras,2025,8787,101.983,34431.0,119880.0,493.0,3528.0,1442.0,3914,1701,5615,13.64,1175.5,0.093,3.48,27.3,10.9,7.2,0.402,30.3,3912.0,0.847,86.2,0.5861,0.5861,12
Cagliari,2022,149092,84.916,322837.0,771330.0,1487.0,10516.0,5115.0,74318,6070,80388,5.17,9083.4,0.201,2.39,,,7.1,0.071,7.6,13961.0,0.164,1755.8,0.2846,0.2846,12
Cagliari,2023,148296,84.916,368515.0,864079.0,1841.0,11038.0,5092.0,74959,7286,82245,5.83,10175.7,0.214,2.34,12.0,5.0,6.0,0.074,8.9,16758.0,0.187,1746.4,0.2719,0.2719,12
Cagliari,2024,147411,84.916,398537.0,964380.0,2401.0,14712.0,7008.0,74959,7286,82245,6.54,11356.9,0.18,2.42,11.6,33.3,6.1,0.1,8.9,16758.0,0.213,1736.0,0.2866,0.2866,12
Cagliari,2025,146692,84.916,442982.0,1123435.0,2952.0,17215.0,8138.0,74959,7286,82245,7.66,13230.0,0.179,2.54,16.5,17.0,5.8,0.117,8.9,16758.0,0.232,1727.5,0.2827,0.2827,12
Calangianus,2022,3853,126.989,189.0,850.0,11.0,76.0,29.0,1595,901,2496,0.22,6.7,0.031,4.5,,,6.9,0.02,36.1,2072.0,0.558,30.3,0.7114,0.3073,5
Calangianus,2023,3815,126.989,579.0,2524.0,15.0,99.0,36.0,1588,928,2516,0.66,19.9,0.07,4.36,196.9,30.3,6.6,0.026,36.9,2134.0,0.585,30.0,0.6601,0.5467,9
Calangianus,2024,3785,126.989,752.0,3059.0,32.0,120.0,45.0,1588,928,2516,0.81,24.1,0.07,4.07,21.2,21.2,3.8,0.032,36.9,2134.0,0.596,29.8,0.5331,0.4907,11
Calangianus,2025,3726,126.989,850.0,3458.0,35.0,156.0,58.0,1588,928,2516,0.93,27.2,0.061,4.07,13.0,30.0,4.5,0.042,36.9,2134.0,0.615,29.3,0.621,0.5452,10
Calasetta,2022,2802,31.213,11216.0,44190.0,311.0,2247.0,937.0,1489,2536,4025,15.77,1415.8,0.054,3.94,,,7.2,0.802,63.0,5833.0,2.884,89.8,0.6791,0.6791,12
Calasetta,2023,2779,31.213,11963.0,52300.0,347.0,2389.0,803.0,1535,2551,4086,18.82,1675.6,0.06,4.37,18.4,6.3,6.9,0.86,62.4,5867.0,2.971,89.0,0.6717,0.6717,12
Calasetta,2024,2821,31.213,14081.0,60505.0,432.0,2807.0,1161.0,1535,2551,4086,21.45,1938.5,0.059,4.3,15.7,17.5,6.5,0.995,62.4,5867.0,3.075,90.4,0.6313,0.6313,12
Calasetta,2025,2790,31.213,17078.0,73116.0,515.0,3222.0,1342.0,1535,2551,4086,26.21,2342.5,0.062,4.28,20.8,14.8,6.3,1.155,62.4,5867.0,3.258,89.4,0.6287,0.6287,12
Capoterra,2022,23235,68.327,13656.0,48798.0,125.0,798.0,387.0,10202,729,10931,2.1,714.2,0.168,3.57,,,6.4,0.034,6.7,1677.0,0.107,340.1,0.4961,0.4961,12
Capoterra,2023,23181,68.327,15726.0,59143.0,152.0,953.0,439.0,10528,571,11099,2.55,865.6,0.17,3.76,21.2,19.4,6.3,0.041,5.1,1313.0,0.098,339.3,0.4473,0.4473,12
Capoterra,2024,23130,68.327,16022.0,61923.0,235.0,1308.0,589.0,10528,571,11099,2.68,906.3,0.13,3.86,4.7,37.3,5.6,0.057,5.1,1313.0,0.113,338.5,0.4647,0.4647,12
Capoterra,2025,23092,68.327,20296.0,78392.0,320.0,1712.0,784.0,10528,571,11099,3.39,1147.3,0.125,3.86,26.6,30.9,5.4,0.074,5.1,1313.0,0.131,338.0,0.469,0.469,12
Carbonia,2022,26565,146.006,11508.0,30367.0,52.0,495.0,241.0,12293,2016,14309,1.14,208.0,0.168,2.64,,,9.5,0.019,14.1,4637.0,0.193,181.9,0.3932,0.3932,12
Carbonia,2023,26309,146.006,12618.0,33239.0,62.0,536.0,230.0,12371,2259,14630,1.26,227.7,0.17,2.63,9.5,8.3,8.6,0.02,15.4,5196.0,0.218,180.2,0.3083,0.3083,12
Carbonia,2024,25971,146.006,17263.0,45833.0,102.0,734.0,343.0,12371,2259,14630,1.76,313.9,0.171,2.65,37.9,36.9,7.2,0.028,15.4,5196.0,0.228,177.9,0.3254,0.3254,12
Carbonia,2025,25623,146.006,16119.0,43522.0,135.0,895.0,426.0,12371,2259,14630,1.7,298.1,0.133,2.7,-5.0,21.9,6.6,0.035,15.4,5196.0,0.238,175.5,0.2959,0.2959,12
Cardedu,2022,1927,33.459,29253.0,153317.0,82.0,1533.0,653.0,960,231,1191,79.56,4582.2,0.274,5.24,,,18.7,0.796,19.4,531.0,1.071,57.6,0.6112,0.4816,9
Cardedu,2023,1943,33.459,27761.0,150682.0,118.0,1653.0,729.0,977,299,1276,77.55,4503.5,0.25,5.43,-1.7,7.8,14.0,0.851,23.4,688.0,1.205,58.1,0.6211,0.5453,10
Cardedu,2024,1973,33.459,31815.0,177265.0,151.0,1830.0,842.0,977,299,1276,89.85,5298.0,0.265,5.57,17.6,10.7,12.1,0.928,23.4,688.0,1.276,59.0,0.5983,0.5618,11
Cardedu,2025,1983,33.459,34659.0,192105.0,203.0,2134.0,989.0,977,299,1276,96.88,5741.5,0.247,5.54,8.4,16.6,10.5,1.076,23.4,688.0,1.423,59.3,0.5938,0.5569,11
Carloforte,2022,5983,51.041,16808.0,44549.0,185.0,1340.0,624.0,3031,4327,7358,7.45,872.8,0.091,2.65,,,7.2,0.224,58.8,9952.0,1.887,117.2,0.5827,0.5827,12
Carloforte,2023,5937,51.041,14590.0,39822.0,240.0,1587.0,644.0,3061,4375,7436,6.71,780.2,0.069,2.73,-10.6,18.4,6.6,0.267,58.8,10063.0,1.962,116.3,0.5584,0.5584,12
Carloforte,2024,5919,51.041,16838.0,45299.0,371.0,2153.0,955.0,3061,4375,7436,7.65,887.5,0.058,2.69,13.8,35.7,5.8,0.364,58.8,10063.0,2.064,116.0,0.5603,0.5603,12
Carloforte,2025,5887,51.041,20892.0,58614.0,497.0,2713.0,1180.0,3061,4375,7436,9.96,1148.4,0.059,2.81,29.4,26.0,5.5,0.461,58.8,10063.0,2.17,115.3,0.5465,0.5465,12
Castelsardo,2022,5711,43.788,37119.0,139955.0,291.0,3460.0,1403.0,2851,2967,5818,24.51,3196.2,0.111,3.77,,,11.9,0.606,51.0,6824.0,1.801,130.4,0.6063,0.6063,12
Castelsardo,2023,5674,43.788,43986.0,170680.0,419.0,4243.0,1913.0,2881,3110,5991,30.08,3897.9,0.11,3.88,22.0,22.6,10.1,0.748,51.9,7153.0,2.008,129.6,0.579,0.579,12
Castelsardo,2024,5625,43.788,53958.0,250601.0,702.0,5563.0,2569.0,2881,3110,5991,44.55,5723.1,0.123,4.64,46.8,31.1,7.9,0.989,51.9,7153.0,2.261,128.5,0.4843,0.4843,12
Castelsardo,2025,5600,43.788,69774.0,273490.0,936.0,7111.0,3174.0,2881,3110,5991,48.84,6245.8,0.105,3.92,9.1,27.8,7.6,1.27,51.9,7153.0,2.547,127.9,0.5673,0.5673,12
Castiadas,2022,1661,104.03,50558.0,342467.0,153.0,3790.0,1701.0,794,962,1756,206.18,3292.0,0.248,6.77,,,24.8,2.282,54.8,2213.0,3.614,16.0,0.6599,0.629,11
Castiadas,2023,1698,104.03,36615.0,244129.0,174.0,3707.0,1654.0,841,996,1837,143.77,2346.7,0.18,6.67,-28.7,-2.2,21.3,2.183,54.2,2291.0,3.532,16.3,0.6411,0.6411,12
Castiadas,2024,1707,104.03,49945.0,338791.0,289.0,4415.0,1970.0,841,996,1837,198.47,3256.7,0.21,6.78,38.8,19.1,15.3,2.586,54.2,2291.0,3.928,16.4,0.6364,0.6033,11
Castiadas,2025,1724,104.03,57087.0,382205.0,405.0,5047.0,2274.0,841,996,1837,221.7,3674.0,0.207,6.7,12.8,14.3,12.5,2.927,54.2,2291.0,4.256,16.6,0.6365,0.6034,11
Cheremule,2024,393,24.677,209.0,615.0,2.0,15.0,6.0,197,186,383,1.56,24.9,0.112,2.94,,-28.6,7.5,0.038,48.6,428.0,1.127,15.9,0.4912,0.2368,8
Cheremule,2025,385,24.677,224.0,761.0,3.0,19.0,7.0,197,186,383,1.98,30.8,0.11,3.4,23.7,26.7,6.3,0.049,48.6,428.0,1.161,15.6,0.5181,0.4217,10
Chiaramonti,2023,1531,98.687,30.0,302.0,3.0,26.0,13.0,739,430,1169,0.2,3.1,0.032,10.07,,0.0,8.7,0.017,36.8,989.0,0.663,15.5,0.8844,,2
Chiaramonti,2024,1526,98.687,263.0,948.0,5.0,37.0,13.0,739,430,1169,0.62,9.6,0.07,3.6,213.9,42.3,7.4,0.024,36.8,989.0,0.672,15.5,0.5931,0.3024,7
Chiaramonti,2025,1509,98.687,345.0,1113.0,9.0,56.0,23.0,739,430,1169,0.74,11.3,0.054,3.23,17.4,51.4,6.2,0.037,36.8,989.0,0.693,15.3,0.5262,0.4314,10
Codrongianos,2023,1279,30.617,34.0,184.0,5.0,21.0,10.0,575,231,806,0.14,6.0,0.024,5.41,,40.0,4.2,0.016,28.7,531.0,0.432,41.8,0.8897,,2
Codrongianos,2024,1267,30.617,187.0,639.0,9.0,45.0,15.0,575,231,806,0.5,20.9,0.039,3.42,247.3,114.3,5.0,0.036,28.7,531.0,0.455,41.4,0.6389,0.4583,8
Codrongianos,2025,1247,30.617,218.0,896.0,12.0,64.0,24.0,575,231,806,0.72,29.3,0.038,4.11,40.2,42.2,5.3,0.051,28.7,531.0,0.477,40.7,0.5232,0.2847,8
Collinas,2022,781,20.668,45.0,269.0,5.0,15.0,9.0,369,197,566,0.34,13.0,0.049,5.98,,,3.0,0.019,34.8,453.0,0.599,37.8,0.8548,0.419,3
Collinas,2023,775,20.668,48.0,183.0,4.0,11.0,7.0,353,210,563,0.24,8.9,0.046,3.81,-32.0,-26.7,2.8,0.014,37.3,483.0,0.637,37.5,0.6626,0.1902,5
Collinas,2024,755,20.668,31.0,288.0,5.0,16.0,8.0,353,210,563,0.38,13.9,0.049,9.29,57.4,45.5,3.2,0.021,37.3,483.0,0.661,36.5,0.7087,0.3008,5
Collinas,2025,756,20.668,65.0,368.0,6.0,29.0,12.0,353,210,563,0.49,17.8,0.035,5.66,27.8,81.3,4.8,0.038,37.3,483.0,0.677,36.6,0.75,0.4,5
Cossoine,2023,761,39.008,82.0,323.0,5.0,25.0,10.0,378,269,647,0.42,8.3,0.035,3.94,,47.1,5.0,0.033,41.6,619.0,0.846,19.5,0.5622,0.2495,7
Cossoine,2024,753,39.008,97.0,500.0,6.0,33.0,14.0,378,269,647,0.66,12.8,0.042,5.15,54.8,32.0,5.5,0.044,41.6,619.0,0.865,19.3,0.6918,0.3835,6
Cossoine,2025,757,39.008,163.0,523.0,6.0,32.0,14.0,378,269,647,0.69,13.4,0.045,3.21,4.6,-3.0,5.3,0.042,41.6,619.0,0.86,19.4,0.6333,0.45,8
Cuglieri,2022,2487,120.214,29910.0,137638.0,111.0,1988.0,669.0,1282,2290,3572,55.34,1144.9,0.19,4.6,,,17.9,0.799,64.1,5267.0,2.917,20.7,0.6366,0.6366,12
Cuglieri,2023,2468,120.214,26874.0,126274.0,126.0,2076.0,709.0,1273,2329,3602,51.16,1050.4,0.167,4.7,-8.3,4.4,16.5,0.841,64.7,5357.0,3.012,20.5,0.634,0.634,12
Cuglieri,2024,2446,120.214,30672.0,140867.0,180.0,2345.0,820.0,1273,2329,3602,57.59,1171.8,0.165,4.59,11.6,13.0,13.0,0.959,64.7,5357.0,3.149,20.3,0.6205,0.6205,12
Cuglieri,2025,2439,120.214,31068.0,143739.0,217.0,2506.0,890.0,1273,2329,3602,58.93,1195.7,0.157,4.63,2.0,6.9,11.5,1.027,64.7,5357.0,3.224,20.3,0.6111,0.6111,12
Decimomannu,2022,8336,27.995,374.0,946.0,14.0,50.0,23.0,3452,193,3645,0.11,33.8,0.052,2.53,,,3.6,0.006,5.3,444.0,0.059,297.8,0.328,0.328,12
Decimomannu,2023,8390,27.995,545.0,1668.0,22.0,74.0,35.0,3550,209,3759,0.2,59.6,0.062,3.06,76.3,48.0,3.4,0.009,5.6,481.0,0.066,299.7,0.4639,0.4639,12
Decimomannu,2024,8385,27.995,617.0,1893.0,31.0,127.0,52.0,3550,209,3759,0.23,67.6,0.041,3.07,13.5,71.6,4.1,0.015,5.6,481.0,0.072,299.5,0.4085,0.4085,12
Decimomannu,2025,8358,27.995,767.0,2981.0,34.0,141.0,59.0,3550,209,3759,0.36,106.5,0.058,3.89,57.5,11.0,4.1,0.017,5.6,481.0,0.074,298.6,0.405,0.405,12
Desulo,2022,2149,74.491,334.0,505.0,9.0,87.0,37.0,1058,845,1903,0.23,6.8,0.016,1.51,,,9.7,0.04,44.4,1944.0,0.945,28.8,0.4005,0.4005,12
Desulo,2023,2078,74.491,267.0,673.0,10.0,91.0,38.0,1040,868,1908,0.32,9.0,0.02,2.52,33.3,4.6,9.1,0.044,45.5,1996.0,1.005,27.9,0.2455,0.2455,12
Desulo,2024,2042,74.491,454.0,800.0,13.0,91.0,41.0,1040,868,1908,0.39,10.7,0.024,1.76,18.9,0.0,7.0,0.045,45.5,1996.0,1.022,27.4,0.3146,0.3146,12
Desulo,2025,2004,74.491,364.0,679.0,15.0,104.0,47.0,1040,868,1908,0.34,9.1,0.018,1.87,-15.1,14.3,6.9,0.052,45.5,1996.0,1.048,26.9,0.4417,0.4417,12
Dolianova,2022,9496,84.404,180.0,574.0,19.0,134.0,67.0,3978,776,4754,0.06,6.8,0.012,3.19,,,7.1,0.014,16.3,1785.0,0.202,112.5,0.5974,0.4632,9
Dolianova,2023,9448,84.404,177.0,595.0,21.0,150.0,71.0,4014,802,4816,0.06,7.0,0.011,3.36,3.7,11.9,7.1,0.016,16.7,1845.0,0.211,111.9,0.5236,0.4284,10
Dolianova,2024,9382,84.404,391.0,1476.0,27.0,177.0,85.0,4014,802,4816,0.16,17.5,0.023,3.77,148.1,18.0,6.6,0.019,16.7,1845.0,0.215,111.2,0.5761,0.4914,10
Dolianova,2025,9367,84.404,633.0,2715.0,43.0,244.0,111.0,4014,802,4816,0.29,32.2,0.03,4.29,83.9,37.9,5.7,0.026,16.7,1845.0,0.223,111.0,0.5208,0.5208,12
Domus de Maria,2022,1628,97.732,36912.0,188290.0,227.0,3633.0,1488.0,843,1709,2552,115.66,1926.6,0.142,5.1,,,16.0,2.232,67.0,3931.0,4.646,16.7,0.6356,0.6025,11
Domus de Maria,2023,1641,97.732,42832.0,219011.0,292.0,3927.0,1515.0,868,1707,2575,133.46,2240.9,0.153,5.11,16.3,8.1,13.4,2.393,66.3,3926.0,4.786,16.8,0.6124,0.6124,12
Domus de Maria,2024,1642,97.732,46802.0,225434.0,421.0,4593.0,1886.0,868,1707,2575,137.29,2306.7,0.134,4.82,2.9,17.0,10.9,2.797,66.3,3926.0,5.188,16.8,0.5941,0.5572,11
Domus de Maria,2025,1639,97.732,52562.0,259035.0,531.0,5071.0,2111.0,868,1707,2575,158.04,2650.5,0.14,4.93,14.9,10.4,9.5,3.094,66.3,3926.0,5.489,16.8,0.6056,0.6056,12
Domusnovas,2022,5922,79.929,114.0,325.0,12.0,97.0,43.0,2464,662,3126,0.05,4.1,0.009,2.85,,,8.1,0.016,21.2,1523.0,0.273,74.1,0.6721,0.6065,10
Domusnovas,2023,5871,79.929,322.0,1150.0,14.0,108.0,43.0,2519,663,3182,0.2,14.4,0.029,3.57,253.8,11.3,7.7,0.018,20.8,1525.0,0.278,73.5,0.5149,0.4708,11
Domusnovas,2024,5801,79.929,312.0,1213.0,22.0,160.0,58.0,2519,663,3182,0.21,15.2,0.021,3.89,5.5,48.1,7.3,0.028,20.8,1525.0,0.29,72.6,0.404,0.404,12
Domusnovas,2025,5745,79.929,482.0,1628.0,31.0,210.0,78.0,2519,663,3182,0.28,20.4,0.021,3.38,34.2,31.3,6.8,0.037,20.8,1525.0,0.302,71.9,0.4898,0.4898,12
Donori,2025,1912,35.401,69.0,323.0,4.0,31.0,11.0,826,182,1008,0.17,9.1,0.029,4.68,,121.4,7.8,0.016,18.1,419.0,0.235,54.0,0.8568,0.4273,3
Dorgali,2022,8368,226.456,112995.0,470506.0,468.0,6319.0,2809.0,3612,2731,6343,56.23,2077.7,0.204,4.16,,,13.5,0.755,43.1,6281.0,1.506,37.0,0.5942,0.5942,12
Dorgali,2023,8354,226.456,109144.0,415830.0,530.0,6621.0,2932.0,3666,2763,6429,49.78,1836.3,0.172,3.81,-11.6,4.8,12.5,0.793,43.0,6355.0,1.553,36.9,0.5822,0.5822,12
Dorgali,2024,8320,226.456,120794.0,508356.0,686.0,7503.0,3307.0,3666,2763,6429,61.1,2244.8,0.186,4.21,22.3,13.3,10.9,0.902,43.0,6355.0,1.666,36.7,0.5692,0.5692,12
Dorgali,2025,8256,226.456,142722.0,525765.0,858.0,8096.0,3720.0,3666,2763,6429,63.68,2321.7,0.178,3.68,3.4,7.9,9.4,0.981,43.0,6355.0,1.75,36.5,0.5614,0.5614,12
Dualchi,2025,554,23.224,44.0,147.0,1.0,6.0,3.0,275,171,446,0.27,6.3,0.067,3.34,,0.0,6.0,0.011,38.3,393.0,0.721,23.9,0.9167,,1
Elini,2022,559,11.015,57.0,286.0,3.0,18.0,10.0,231,138,369,0.51,26.0,0.044,5.02,,,6.0,0.032,37.4,317.0,0.6,50.7,0.9167,,1
Elini,2023,556,11.015,28.0,202.0,3.0,18.0,10.0,235,132,367,0.36,18.3,0.031,7.21,-29.4,0.0,6.0,0.032,36.0,304.0,0.578,50.5,0.8167,0.2667,3
Elini,2024,551,11.015,23.0,219.0,3.0,18.0,10.0,235,132,367,0.4,19.9,0.033,9.52,8.4,0.0,6.0,0.033,36.0,304.0,0.584,50.0,0.8591,,2
Elini,2025,546,11.015,35.0,151.0,3.0,18.0,10.0,235,132,367,0.28,13.7,0.023,4.31,-31.1,0.0,6.0,0.033,36.0,304.0,0.589,49.6,0.7672,0.3016,4
Elmas,2022,9424,14.008,5811.0,12000.0,13.0,111.0,61.0,4192,216,4408,1.27,856.7,0.296,2.07,,,8.5,0.012,4.9,497.0,0.064,672.8,0.0928,0.0928,12
Elmas,2023,9448,14.008,6716.0,12367.0,23.0,156.0,82.0,4451,172,4623,1.31,882.9,0.217,1.84,3.1,40.5,6.8,0.017,3.7,396.0,0.058,674.5,0.19,0.19,12
Elmas,2024,9521,14.008,6167.0,12039.0,39.0,210.0,90.0,4451,172,4623,1.26,859.4,0.157,1.95,-2.7,34.6,5.4,0.022,3.7,396.0,0.064,679.7,0.2149,0.2149,12
Elmas,2025,9491,14.008,6883.0,13529.0,55.0,284.0,131.0,4451,172,4623,1.43,965.8,0.131,1.97,12.4,35.2,5.2,0.03,3.7,396.0,0.072,677.5,0.2751,0.2751,12
Erula,2025,691,39.37,64.0,495.0,2.0,10.0,4.0,314,80,394,0.72,12.6,0.136,7.73,,400.0,5.0,0.014,20.3,184.0,0.281,17.6,0.6993,0.3986,6
Escalaplano,2023,2063,93.759,41.0,104.0,3.0,17.0,9.0,941,460,1401,0.05,1.1,0.017,2.54,,142.9,5.7,0.008,32.8,1058.0,0.521,22.0,0.8373,,2
Escalaplano,2025,2039,93.759,95.0,150.0,7.0,44.0,17.0,941,460,1401,0.07,1.6,0.009,1.58,-5.1,51.7,6.3,0.022,32.8,1058.0,0.54,21.7,0.5833,0.2857,7
Escolca,2023,544,14.778,192.0,304.0,1.0,9.0,4.0,266,99,365,0.56,20.6,0.093,1.58,,0.0,9.0,0.017,27.1,228.0,0.435,36.8,0.4198,0.2264,9
Escolca,2024,539,14.778,122.0,247.0,1.0,9.0,4.0,266,99,365,0.46,16.7,0.075,2.02,-18.8,0.0,9.0,0.017,27.1,228.0,0.439,36.5,0.553,0.3295,8
Escolca,2025,543,14.778,139.0,304.0,1.0,9.0,4.0,266,99,365,0.56,20.6,0.093,2.19,23.1,0.0,9.0,0.017,27.1,228.0,0.436,36.7,0.6123,0.4185,8
Esterzili,2023,563,101.056,17.0,20.0,1.0,3.0,2.0,318,384,702,0.04,0.2,0.018,1.18,,-88.0,3.0,0.005,54.7,883.0,1.574,5.6,0.9167,,1
Florinas,2024,1445,36.371,76.0,233.0,2.0,16.0,9.0,627,362,989,0.16,6.4,0.04,3.07,,33.3,8.0,0.011,36.6,833.0,0.587,39.7,0.678,0.2271,5
Florinas,2025,1451,36.371,118.0,443.0,6.0,39.0,21.0,627,362,989,0.31,12.2,0.031,3.75,90.1,143.8,6.5,0.027,36.6,833.0,0.601,39.9,0.7346,0.363,5
Fluminimaggiore,2022,2681,108.336,1467.0,3806.0,32.0,240.0,112.0,1210,1006,2216,1.42,35.1,0.043,2.59,,,7.5,0.09,45.4,2314.0,0.953,24.7,0.6328,0.5104,9
Fluminimaggiore,2023,2645,108.336,1223.0,3913.0,42.0,294.0,135.0,1231,1016,2247,1.48,36.1,0.036,3.2,2.8,22.5,7.0,0.111,45.2,2337.0,0.995,24.4,0.6108,0.481,9
Fluminimaggiore,2024,2631,108.336,2152.0,7414.0,63.0,397.0,195.0,1231,1016,2247,2.82,68.4,0.051,3.45,89.5,35.0,6.3,0.151,45.2,2337.0,1.039,24.3,0.573,0.573,12
