comune,anno,popolazione_residente,superficie_kmq,arrivi_totali,presenze_totali,numero_strutture_totali,letti_totali,camere_totali,abitazioni_occupate,abitazioni_non_occupate,abitazioni_totali,presenze_per_residente,presenze_per_kmq,tasso_occupazione_media,permanenza_media_giorni,crescita_presenze_yoy_pct,crescita_letti_yoy_pct,letti_per_struttura,letti_per_residente,quota_abitazioni_non_occupate_pct,posti_letto_informali_stimati,pressione_potenziale_totale,densita_abitanti_kmq,gini_stagionalita,gini_stagionalita_solo_mesi_attivi,n_mesi_con_dati_turismo
Morgongiori,2023,661,45.119,,,1.0,12.0,5.0,308,215,523,,,,,,0.0,12.0,0.018,41.1,495.0,0.766,14.7,,,
Morgongiori,2024,643,45.119,,,,,,308,215,523,,,,,,,,,41.1,495.0,,14.3,,,
Morgongiori,2025,621,45.119,,,1.0,8.0,3.0,308,215,523,,,,,,,8.0,0.013,41.1,495.0,0.809,13.8,,,
Muros,2022,830,11.457,,,1.0,2.0,1.0,357,95,452,,,,,,,2.0,0.002,21.0,219.0,0.266,72.4,,,
Muros,2023,819,11.457,,,1.0,2.0,1.0,351,103,454,,,,,,0.0,2.0,0.002,22.7,237.0,0.292,71.5,,,
Muros,2024,814,11.457,,,2.0,12.0,5.0,351,103,454,,,,,,500.0,6.0,0.015,22.7,237.0,0.306,71.0,,,
Muros,2025,821,11.457,46.0,203.0,2.0,12.0,5.0,351,103,454,0.25,17.7,0.046,4.41,,0.0,6.0,0.015,22.7,237.0,0.303,71.7,,,
Musei,2022,1512,20.521,,,,,,622,98,720,,,,,,,,,13.6,225.0,,73.7,,,
Narcao,2024,3035,85.327,4.0,12.0,6.0,69.0,39.0,1296,476,1772,0.0,0.1,0.0,3.0,-98.4,15.0,11.5,0.023,26.9,1095.0,0.383,35.6,,,
Neoneli,2022,622,47.769,,,2.0,25.0,17.0,299,212,511,,,,,,,12.5,0.04,41.5,488.0,0.824,13.0,,,
Neoneli,2023,608,47.769,,,2.0,25.0,17.0,291,217,508,,,,,,0.0,12.5,0.041,42.7,499.0,0.862,12.7,,,
Neoneli,2024,607,47.769,,,,,,291,217,508,,,,,,,,,42.7,499.0,,12.7,,,
Neoneli,2025,591,47.769,,,,,,291,217,508,,,,,,,,,42.7,499.0,,12.4,,,
Noragugume,2022,286,26.677,,,,,,126,130,256,,,,,,,,,50.8,299.0,,10.7,,,
Noragugume,2023,279,26.677,,,,,,130,125,255,,,,,,,,,49.0,288.0,,10.5,,,
Noragugume,2024,274,26.677,,,,,,130,125,255,,,,,,,,,49.0,288.0,,10.3,,,
Noragugume,2025,266,26.677,,,,,,130,125,255,,,,,,,,,49.0,288.0,,10.0,,,
Norbello,2022,1141,26.28,,,1.0,204.0,54.0,504,219,723,,,,,,,204.0,0.179,30.3,504.0,0.62,43.4,,,
Nughedu San Nicolò,2022,763,67.512,,,1.0,105.0,29.0,391,317,708,,,,,,,105.0,0.138,44.8,729.0,1.093,11.3,,,
Nughedu Santa Vittoria,2022,441,28.519,,,1.0,4.0,2.0,208,178,386,,,,,,,4.0,0.009,46.1,409.0,0.937,15.5,,,
Nule,2022,1293,51.678,,,,,,501,302,803,,,,,,,,,37.6,695.0,,25.0,,,
Nule,2023,1285,51.678,,,,,,506,298,804,,,,,,,,,37.1,685.0,,24.9,,,
Nule,2024,1286,51.678,,,,,,506,298,804,,,,,,,,,37.1,685.0,,24.9,,,
Nule,2025,1273,51.678,,,2.0,7.0,6.0,506,298,804,,,,,,,3.5,0.005,37.1,685.0,0.544,24.6,,,
Nuragus,2022,842,19.476,,,2.0,8.0,5.0,392,201,593,,,,,,,4.0,0.01,33.9,462.0,0.559,43.2,,,
Nuragus,2025,810,19.476,15.0,23.0,3.0,13.0,9.0,391,203,594,0.03,1.2,0.005,1.53,-50.0,44.4,4.3,0.016,34.2,467.0,0.592,41.6,,,
Nureci,2022,320,13.127,,,1.0,8.0,3.0,144,130,274,,,,,,,8.0,0.025,47.4,299.0,0.959,24.4,,,
Nurri,2022,2034,73.929,,,2.0,26.0,13.0,890,498,1388,,,,,,,13.0,0.013,35.9,1145.0,0.576,27.5,,,
Nuxis,2022,1455,61.642,,,1.0,6.0,3.0,659,501,1160,,,,,,,6.0,0.004,43.2,1152.0,0.796,23.6,,,
Nuxis,2023,1437,61.642,19.0,182.0,2.0,8.0,4.0,658,511,1169,0.13,3.0,0.062,9.58,,33.3,4.0,0.006,43.7,1175.0,0.823,23.3,,,
Ollastra,2022,1144,21.623,,,2.0,6.0,3.0,459,177,636,,,,,,,3.0,0.005,27.8,407.0,0.361,52.9,,,
Ollastra,2024,1103,21.623,,,0.0,0.0,0.0,461,183,644,,,,,,-100.0,,0.0,28.4,421.0,0.382,51.0,,,
Ollastra,2025,1088,21.623,,,,,,461,183,644,,,,,,,,,28.4,421.0,,50.3,,,
Olzai,2022,774,69.684,,,1.0,10.0,5.0,375,328,703,,,,,,,10.0,0.013,46.7,754.0,0.988,11.1,,,
Olzai,2023,766,69.684,,,1.0,10.0,5.0,373,337,710,,,,,,0.0,10.0,0.013,47.5,775.0,1.025,11.0,,,
Olzai,2024,756,69.684,,,,,,373,337,710,,,,,,,,,47.5,775.0,,10.8,,,
Olzai,2025,755,69.684,,,1.0,10.0,5.0,373,337,710,,,,,,,10.0,0.013,47.5,775.0,1.04,10.8,,,
Onanì,2022,373,72.265,,,,,,164,175,339,,,,,,,,,51.6,403.0,,5.2,,,
Onanì,2023,359,72.265,,,,,,160,205,365,,,,,,,,,56.2,472.0,,5.0,,,
Onanì,2024,353,72.265,,,,,,160,205,365,,,,,,,,,56.2,472.0,,4.9,,,
Onanì,2025,353,72.265,,,1.0,4.0,1.0,160,205,365,,,,,,,4.0,0.011,56.2,472.0,1.347,4.9,,,
Oniferi,2022,873,35.741,,,2.0,18.0,9.0,370,119,489,,,,,,,9.0,0.021,24.3,274.0,0.334,24.4,,,
Oniferi,2023,859,35.741,,,1.0,12.0,6.0,379,112,491,,,,,,-33.3,12.0,0.014,22.8,258.0,0.314,24.0,,,
Oniferi,2024,852,35.741,,,,,,379,112,491,,,,,,,,,22.8,258.0,,23.8,,,
Oniferi,2025,834,35.741,,,1.0,12.0,6.0,379,112,491,,,,,,,12.0,0.014,22.8,258.0,0.323,23.3,,,
Orotelli,2022,1905,61.467,,,2.0,8.0,4.0,814,512,1326,,,,,,,4.0,0.004,38.6,1178.0,0.622,31.0,,,
Orotelli,2023,1892,61.467,,,1.0,6.0,3.0,808,527,1335,,,,,,-25.0,6.0,0.003,39.5,1212.0,0.644,30.8,,,
Orotelli,2024,1862,61.467,,,2.0,9.0,3.0,808,527,1335,,,,,,50.0,4.5,0.005,39.5,1212.0,0.656,30.3,,,
Orotelli,2025,1821,61.467,,,2.0,9.0,3.0,808,527,1335,,,,,,0.0,4.5,0.005,39.5,1212.0,0.671,29.6,,,
Ortacesus,2022,883,23.807,,,,,,355,101,456,,,,,,,,,22.1,232.0,,37.1,,,
Ortacesus,2023,873,23.807,,,,,,362,98,460,,,,,,,,,21.3,225.0,,36.7,,,
Ortacesus,2024,875,23.807,,,,,,362,98,460,,,,,,,,,21.3,225.0,,36.8,,,
Ortacesus,2025,866,23.807,,,,,,362,98,460,,,,,,,,,21.3,225.0,,36.4,,,
Ortueri,2022,1049,38.791,,,1.0,13.0,8.0,484,545,1029,,,,,,,13.0,0.012,53.0,1254.0,1.207,27.0,,,
Orune,2022,2177,128.249,,,,,,980,453,1433,,,,,,,,,31.6,1042.0,,17.0,,,
Orune,2023,2141,128.249,,,1.0,4.0,2.0,962,484,1446,,,,,,,4.0,0.002,33.5,1113.0,0.522,16.7,,,
Orune,2024,2098,128.249,9.0,15.0,2.0,16.0,2.0,962,484,1446,0.01,0.1,0.003,1.67,,300.0,8.0,0.008,33.5,1113.0,0.538,16.4,,,
Orune,2025,2064,128.249,,,2.0,16.0,2.0,962,484,1446,,,,,,0.0,8.0,0.008,33.5,1113.0,0.547,16.1,,,
Osidda,2022,219,26.0,,,2.0,20.0,9.0,130,57,187,,,,,,,10.0,0.091,30.5,131.0,0.69,8.4,,,
Osidda,2024,224,26.0,16.0,38.0,3.0,26.0,7.0,131,58,189,0.17,1.5,0.004,2.38,2.7,30.0,8.7,0.116,30.7,133.0,0.712,8.6,,,
Ossi,2022,5513,30.137,,,5.0,25.0,9.0,2274,505,2779,,,,,,,5.0,0.005,18.2,1162.0,0.215,182.9,,,
Ottana,2022,2199,45.342,,,3.0,47.0,38.0,1024,201,1225,,,,,,,15.7,0.021,16.4,462.0,0.232,48.5,,,
Ovodda,2022,1536,40.845,,,3.0,19.0,9.0,719,263,982,,,,,,,6.3,0.012,26.8,605.0,0.406,37.6,,,
Ovodda,2025,1453,40.845,93.0,852.0,2.0,13.0,6.0,691,300,991,0.59,20.9,0.18,9.16,277.0,0.0,6.5,0.009,30.3,690.0,0.484,35.6,,,
Padria,2022,605,48.483,,,2.0,22.0,7.0,314,422,736,,,,,,,11.0,0.036,57.3,971.0,1.641,12.5,,,
Palmas Arborea,2022,1475,39.451,,,4.0,44.0,22.0,590,80,670,,,,,,,11.0,0.03,11.9,184.0,0.155,37.4,,,
Palmas Arborea,2023,1483,39.451,,,8.0,52.0,27.0,603,97,700,,,,,,18.2,6.5,0.035,13.9,223.0,0.186,37.6,,,
Pattada,2022,2892,164.531,,,3.0,105.0,45.0,1225,576,1801,,,,,,,35.0,0.036,32.0,1325.0,0.494,17.6,,,
Pau,2022,276,13.882,,,,,,131,119,250,,,,,,,,,47.6,274.0,,19.9,,,
Pau,2023,274,13.882,,,,,,135,112,247,,,,,,,,,45.3,258.0,,19.7,,,
Pau,2024,270,13.882,,,2.0,9.0,5.0,135,112,247,,,,,,,4.5,0.033,45.3,258.0,0.987,19.4,,,
Pauli Arbarei,2022,564,15.291,,,2.0,24.0,11.0,247,134,381,,,,,,,12.0,0.043,35.2,308.0,0.589,36.9,,,
Perdaxius,2022,1326,29.692,,,1.0,2.0,1.0,553,220,773,,,,,,,2.0,0.002,28.5,506.0,0.383,44.7,,,
Pimentel,2022,1131,15.147,,,,,,468,133,601,,,,,,,,,22.1,306.0,,74.7,,,
Piscinas,2022,816,16.815,,,4.0,31.0,14.0,373,161,534,,,,,,,7.8,0.038,30.1,370.0,0.492,48.5,,,
Ploaghe,2022,4350,95.762,,,6.0,30.0,13.0,1840,564,2404,,,,,,,5.0,0.007,23.5,1297.0,0.305,45.4,,,
Pompu,2022,215,5.383,,,,,,92,60,152,,,,,,,,,39.5,138.0,,39.9,,,
Pompu,2023,219,5.383,,,1.0,7.0,4.0,98,57,155,,,,,,,7.0,0.032,36.8,131.0,0.631,40.7,,,
Pozzomaggiore,2022,2416,78.849,,,6.0,28.0,12.0,1174,825,1999,,,,,,,4.7,0.012,41.3,1898.0,0.797,30.6,,,
Putifigari,2022,691,52.894,,,5.0,33.0,15.0,299,163,462,,,,,,,6.6,0.048,35.3,375.0,0.59,13.1,,,
Romana,2022,497,21.393,,,1.0,20.0,12.0,221,174,395,,,,,,,20.0,0.04,44.1,400.0,0.845,23.2,,,
Romana,2023,480,21.393,,,1.0,20.0,0.0,217,178,395,,,,,,0.0,20.0,0.042,45.1,409.0,0.895,22.4,,,
Romana,2024,476,21.393,,,,,,217,178,395,,,,,,,,,45.1,409.0,,22.3,,,
Romana,2025,470,21.393,,,,,,217,178,395,,,,,,,,,45.1,409.0,,22.0,,,
Ruinas,2022,621,30.585,,,2.0,6.0,2.0,282,276,558,,,,,,,3.0,0.01,49.5,635.0,1.032,20.3,,,
Sadali,2022,873,49.34,,,4.0,42.0,19.0,419,349,768,,,,,,,10.5,0.048,45.4,803.0,0.968,17.7,,,
Sagama,2022,195,11.85,,,3.0,31.0,11.0,81,112,193,,,,,,,10.3,0.159,58.0,258.0,1.48,16.5,,,
Samassi,2022,4836,42.121,,,1.0,6.0,3.0,2023,319,2342,,,,,,,6.0,0.001,13.6,734.0,0.153,114.8,,,
Samassi,2023,4803,42.121,,,3.0,17.0,4.0,2056,316,2372,,,,,,183.3,5.7,0.004,13.3,727.0,0.155,114.0,,,
Samassi,2024,4757,42.121,,,4.0,23.0,5.0,2056,316,2372,,,,,,35.3,5.8,0.005,13.3,727.0,0.158,112.9,,,
Samatzai,2022,1558,31.293,,,,,,637,249,886,,,,,,,,,28.1,573.0,,49.8,,,
Samatzai,2023,1534,31.293,,,,,,659,232,891,,,,,,,,,26.0,534.0,,49.0,,,
Samatzai,2024,1528,31.293,,,1.0,4.0,2.0,659,232,891,,,,,,,4.0,0.003,26.0,534.0,0.352,48.8,,,
Samugheo,2022,2796,81.53,,,8.0,47.0,27.0,1199,711,1910,,,,,,,5.9,0.017,37.2,1635.0,0.602,34.3,,,
San Basilio,2022,1150,44.561,,,1.0,6.0,0.0,476,197,673,,,,,,,6.0,0.005,29.3,453.0,0.399,25.8,,,
San Basilio,2023,1124,44.561,,,1.0,6.0,0.0,474,210,684,,,,,,0.0,6.0,0.005,30.7,483.0,0.435,25.2,,,
San Basilio,2024,1095,44.561,,,1.0,6.0,0.0,474,210,684,,,,,,0.0,6.0,0.005,30.7,483.0,0.447,24.6,,,
San Basilio,2025,1087,44.561,,,2.0,8.0,1.0,474,210,684,,,,,,33.3,4.0,0.007,30.7,483.0,0.452,24.4,,,
San Nicolò Gerrei,2022,718,63.285,,,1.0,6.0,3.0,320,259,579,,,,,,,6.0,0.008,44.7,596.0,0.838,11.3,,,
San Nicolò Gerrei,2023,721,63.285,,,,,,337,247,584,,,,,,,,,42.3,568.0,,11.4,,,
San Nicolò Gerrei,2024,727,63.285,,,1.0,6.0,0.0,337,247,584,,,,,,,6.0,0.008,42.3,568.0,0.79,11.5,,,
San Nicolò Gerrei,2025,721,63.285,,,4.0,20.0,7.0,337,247,584,,,,,,233.3,5.0,0.028,42.3,568.0,0.816,11.4,,,
San Nicolò d'Arcidano,2022,2526,28.223,,,4.0,21.0,9.0,1011,306,1317,,,,,,,5.3,0.008,23.2,704.0,0.287,89.5,,,
Sant'Andrea Frius,2022,1717,36.098,,,1.0,5.0,3.0,675,250,925,,,,,,,5.0,0.003,27.0,575.0,0.338,47.6,,,
Sant'Andrea Frius,2023,1692,36.098,,,,,,688,254,942,,,,,,,,,27.0,584.0,,46.9,,,
Sant'Andrea Frius,2024,1665,36.098,,,1.0,2.0,1.0,688,254,942,,,,,,,2.0,0.001,27.0,584.0,0.352,46.1,,,
Sant'Antonio di Gallura,2022,1443,81.303,,,11.0,137.0,70.0,637,330,967,,,,,,,12.5,0.095,34.1,759.0,0.621,17.7,,,
Sarule,2022,1564,52.541,,,4.0,36.0,17.0,688,262,950,,,,,,,9.0,0.023,27.6,603.0,0.408,29.8,,,
Sedini,2022,1256,40.527,,,7.0,42.0,18.0,609,400,1009,,,,,,,6.0,0.033,39.6,920.0,0.766,31.0,,,
Segariu,2022,1112,17.068,,,,,,471,128,599,,,,,,,,,21.4,294.0,,65.2,,,
Segariu,2023,1112,17.068,,,,,,478,134,612,,,,,,,,,21.9,308.0,,65.2,,,
Segariu,2024,1099,17.068,,,,,,478,134,612,,,,,,,,,21.9,308.0,,64.4,,,
Segariu,2025,1083,17.068,,,,,,478,134,612,,,,,,,,,21.9,308.0,,63.5,,,
Selegas,2022,1306,20.288,,,,,,501,227,728,,,,,,,,,31.2,522.0,,64.4,,,
Selegas,2023,1283,20.288,,,,,,511,224,735,,,,,,,,,30.5,515.0,,63.2,,,
Selegas,2024,1278,20.288,,,2.0,14.0,3.0,511,224,735,,,,,,,7.0,0.011,30.5,515.0,0.414,63.0,,,
Semestene,2022,141,39.488,,,,,,81,156,237,,,,,,,,,65.8,359.0,,3.6,,,
Semestene,2023,130,39.488,,,,,,77,160,237,,,,,,,,,67.5,368.0,,3.3,,,
Semestene,2024,125,39.488,,,,,,77,160,237,,,,,,,,,67.5,368.0,,3.2,,,
Semestene,2025,121,39.488,,,,,,77,160,237,,,,,,,,,67.5,368.0,,3.1,,,
Seneghe,2022,1682,57.809,,,8.0,41.0,19.0,710,437,1147,,,,,,,5.1,0.024,38.1,1005.0,0.622,29.1,,,
Senis,2022,424,16.238,,,,,,201,149,350,,,,,,,,,42.6,343.0,,26.1,,,
Senis,2023,406,16.238,,,,,,192,159,351,,,,,,,,,45.3,366.0,,25.0,,,
Senis,2024,386,16.238,,,,,,192,159,351,,,,,,,,,45.3,366.0,,23.8,,,
Senis,2025,376,16.238,,,,,,192,159,351,,,,,,,,,45.3,366.0,,23.2,,,
Sennori,2022,6935,31.103,,,13.0,76.0,31.0,2833,713,3546,,,,,,,5.8,0.011,20.1,1640.0,0.247,223.0,,,
Serdiana,2022,2665,55.448,,,5.0,20.0,9.0,1063,197,1260,,,,,,,4.0,0.008,15.6,453.0,0.178,48.1,,,
Serrenti,2022,4581,42.806,,,2.0,21.0,13.0,1934,571,2505,,,,,,,10.5,0.005,22.8,1313.0,0.291,107.0,,,
Serri,2022,629,19.101,,,6.0,37.0,20.0,285,184,469,,,,,,,6.2,0.059,39.2,423.0,0.732,32.9,,,
Setzu,2022,133,7.747,,,,,,59,63,122,,,,,,,,,51.6,145.0,,17.2,,,
Setzu,2023,131,7.747,,,,,,59,61,120,,,,,,,,,50.8,140.0,,16.9,,,
Setzu,2024,125,7.747,,,,,,59,61,120,,,,,,,,,50.8,140.0,,16.1,,,
Setzu,2025,129,7.747,,,,,,59,61,120,,,,,,,,,50.8,140.0,,16.7,,,
Seui,2022,1178,147.781,,,2.0,10.0,5.0,613,828,1441,,,,,,,5.0,0.008,57.5,1904.0,1.625,8.0,,,
Seui,2023,1153,147.781,,,3.0,16.0,7.0,612,826,1438,,,,,,60.0,5.3,0.014,57.4,1900.0,1.662,7.8,,,
Seui,2024,1146,147.781,,,4.0,24.0,7.0,612,826,1438,,,,,,50.0,6.0,0.021,57.4,1900.0,1.679,7.8,,,
Seulo,2022,795,59.068,,,4.0,50.0,24.0,451,311,762,,,,,,,12.5,0.063,40.8,715.0,0.963,13.5,,,
Siamanna,2022,773,28.345,,,3.0,20.0,9.0,327,134,461,,,,,,,6.7,0.026,29.1,308.0,0.425,27.3,,,
Siapiccia,2022,344,17.831,,,2.0,10.0,5.0,142,54,196,,,,,,,5.0,0.029,27.6,124.0,0.39,19.3,,,
Siapiccia,2023,347,17.831,,,1.0,4.0,2.0,145,55,200,,,,,,-60.0,4.0,0.012,27.5,127.0,0.376,19.5,,,
Siapiccia,2024,350,17.831,,,1.0,4.0,2.0,145,55,200,,,,,,0.0,4.0,0.011,27.5,127.0,0.373,19.6,,,
Siapiccia,2025,337,17.831,,,1.0,4.0,2.0,145,55,200,,,,,,0.0,4.0,0.012,27.5,127.0,0.387,18.9,,,
Siddi,2022,595,11.187,,,1.0,6.0,3.0,257,181,438,,,,,,,6.0,0.01,41.3,416.0,0.71,53.2,,,
Siddi,2023,583,11.187,,,1.0,6.0,3.0,252,190,442,,,,,,0.0,6.0,0.01,43.0,437.0,0.76,52.1,,,
Siddi,2025,548,11.187,,,2.0,10.0,5.0,252,190,442,,,,,,0.0,5.0,0.018,43.0,437.0,0.816,49.0,,,
Silanus,2022,2018,48.151,,,2.0,18.0,6.0,804,487,1291,,,,,,,9.0,0.009,37.7,1120.0,0.564,41.9,,,
Silanus,2023,1984,48.151,,,2.0,18.0,6.0,809,487,1296,,,,,,0.0,9.0,0.009,37.6,1120.0,0.574,41.2,,,
Silanus,2024,1946,48.151,7.0,18.0,3.0,18.0,6.0,809,487,1296,0.01,0.4,0.003,2.57,,0.0,6.0,0.009,37.6,1120.0,0.585,40.4,,,
Siligo,2022,812,43.186,,,,,,414,281,695,,,,,,,,,40.4,646.0,,18.8,,,
Siligo,2023,791,43.186,,,,,,397,306,703,,,,,,,,,43.5,704.0,,18.3,,,
Siligo,2024,765,43.186,,,,,,397,306,703,,,,,,,,,43.5,704.0,,17.7,,,
Siligo,2025,727,43.186,,,,,,397,306,703,,,,,,,,,43.5,704.0,,16.8,,,
Siliqua,2022,3614,189.783,,,4.0,28.0,14.0,1515,342,1857,,,,,,,7.0,0.008,18.4,787.0,0.225,19.0,,,
Silius,2022,1064,38.347,,,,,,421,187,608,,,,,,,,,30.8,430.0,,27.7,,,
Silius,2023,1034,38.347,,,1.0,2.0,1.0,412,197,609,,,,,,,2.0,0.002,32.3,453.0,0.44,27.0,,,
Simala,2022,284,13.346,,,,,,140,155,295,,,,,,,,,52.5,357.0,,21.3,,,
Simala,2023,284,13.346,,,,,,146,149,295,,,,,,,,,50.5,343.0,,21.3,,,
Simala,2024,293,13.346,,,,,,146,149,295,,,,,,,,,50.5,343.0,,22.0,,,
Simala,2025,290,13.346,,,,,,146,149,295,,,,,,,,,50.5,343.0,,21.7,,,
Sindia,2022,1609,58.819,,,2.0,29.0,10.0,715,509,1224,,,,,,,14.5,0.018,41.6,1171.0,0.746,27.4,,,
Sindia,2024,1593,58.819,,,6.0,65.0,17.0,716,506,1222,,,,,,85.7,10.8,0.041,41.4,1164.0,0.771,27.1,,,
Sini,2022,485,8.852,,,3.0,21.0,9.0,214,212,426,,,,,,,7.0,0.043,49.8,488.0,1.049,54.8,,,
Siris,2022,223,6.069,,,,,,92,43,135,,,,,,,,,31.9,99.0,,36.7,,,
Siris,2023,227,6.069,,,,,,97,39,136,,,,,,,,,28.7,90.0,,37.4,,,
Siris,2024,228,6.069,,,,,,97,39,136,,,,,,,,,28.7,90.0,,37.6,,,
Siris,2025,228,6.069,,,,,,97,39,136,,,,,,,,,28.7,90.0,,37.6,,,
Siurgus Donigala,2022,1848,76.12,,,2.0,20.0,8.0,803,463,1266,,,,,,,10.0,0.011,36.6,1065.0,0.587,24.3,,,
Soddì,2022,120,5.493,,,,,,56,57,113,,,,,,,,,50.4,131.0,,21.8,,,
Soddì,2023,123,5.493,,,,,,56,60,116,,,,,,,,,51.7,138.0,,22.4,,,
Soddì,2024,121,5.493,,,,,,56,60,116,,,,,,,,,51.7,138.0,,22.0,,,
Soddì,2025,119,5.493,,,,,,56,60,116,,,,,,,,,51.7,138.0,,21.7,,,
Soleminis,2022,1854,12.875,,,3.0,10.0,5.0,731,75,806,,,,,,,3.3,0.005,9.3,173.0,0.098,144.0,,,
Sorradile,2022,349,26.483,,,1.0,6.0,3.0,194,244,438,,,,,,,6.0,0.017,55.7,561.0,1.625,13.2,,,
Sorradile,2023,344,26.483,,,2.0,14.0,6.0,192,250,442,,,,,,133.3,7.0,0.041,56.6,575.0,1.712,13.0,,,
Suelli,2022,1082,19.283,,,4.0,21.0,13.0,459,144,603,,,,,,,5.3,0.019,23.9,331.0,0.326,56.1,,,
Suelli,2023,1070,19.283,,,4.0,21.0,13.0,469,134,603,,,,,,0.0,5.3,0.02,22.2,308.0,0.308,55.5,,,
Suelli,2024,1080,19.283,,,3.0,8.0,4.0,469,134,603,,,,,,-61.9,2.7,0.007,22.2,308.0,0.293,56.0,,,
Suelli,2025,1054,19.283,,,3.0,8.0,4.0,469,134,603,,,,,,0.0,2.7,0.008,22.2,308.0,0.3,54.7,,,
Tadasuni,2022,141,5.15,,,,,,76,84,160,,,,,,,,,52.5,193.0,,27.4,,,
Tadasuni,2023,138,5.15,,,,,,71,89,160,,,,,,,,,55.6,205.0,,26.8,,,
Tadasuni,2024,126,5.15,,,,,,71,89,160,,,,,,,,,55.6,205.0,,24.5,,,
Tadasuni,2025,127,5.15,,,,,,71,89,160,,,,,,,,,55.6,205.0,,24.7,,,
Talana,2022,964,118.701,,,4.0,36.0,17.0,479,175,654,,,,,,,9.0,0.037,26.8,403.0,0.455,8.1,,,
