comune,anno,rank,mercato,presenze,quota_pct
Bonarcado,2024,5,Ungheria,163,4.01
Bonarcado,2025,1,Italia,2302,52.07
Bonarcado,2025,2,Francia,575,13.01
Bonarcado,2025,3,Spagna,456,10.31
Bonarcado,2025,4,Germania,263,5.95
Bonarcado,2025,5,Paesi Bassi,123,2.78
Bonnanaro,2025,1,Italia,33,53.23
Bonnanaro,2025,2,Germania,12,19.35
Bonnanaro,2025,3,Spagna,9,14.52
Bonnanaro,2025,4,Lettonia,6,9.68
Bonnanaro,2025,5,Altri Paesi Centro - Sud America,2,3.23
Bono,2023,1,Italia,93,44.93
Bono,2023,2,Germania,47,22.71
Bono,2023,3,Francia,36,17.39
Bono,2023,4,Svizzera (incluso Liechtenstein),9,4.35
Bono,2023,5,Paesi Bassi,8,3.86
Bono,2024,1,Italia,287,53.45
Bono,2024,2,Francia,59,10.99
Bono,2024,3,Spagna,40,7.45
Bono,2024,4,Germania,36,6.7
Bono,2024,5,Polonia,33,6.15
Bono,2025,1,Italia,400,42.96
Bono,2025,2,Germania,175,18.8
Bono,2025,3,Altri Paesi dell'Asia,92,9.88
Bono,2025,4,Spagna,89,9.56
Bono,2025,5,Francia,60,6.44
Bonorva,2023,1,Italia,191,71.27
Bonorva,2023,2,Francia,34,12.69
Bonorva,2023,3,Portogallo,7,2.61
Bonorva,2023,4,Grecia,6,2.24
Bonorva,2023,5,Spagna,5,1.87
Bonorva,2024,1,Italia,410,64.06
Bonorva,2024,2,Spagna,100,15.62
Bonorva,2024,3,Francia,61,9.53
Bonorva,2024,4,Malta,24,3.75
Bonorva,2024,5,Polonia,8,1.25
Bonorva,2025,1,Italia,572,67.29
Bonorva,2025,2,Spagna,70,8.24
Bonorva,2025,3,Francia,58,6.82
Bonorva,2025,4,Germania,42,4.94
Bonorva,2025,5,Paesi Bassi,29,3.41
Boroneddu,2025,1,Italia,34,73.91
Boroneddu,2025,2,Spagna,12,26.09
Borore,2024,1,Italia,16,100.0
Bortigali,2023,1,Italia,293,93.91
Bortigali,2023,2,Francia,8,2.56
Bortigali,2023,3,Stati Uniti d'America,7,2.24
Bortigali,2023,4,Spagna,2,0.64
Bortigali,2023,5,Svizzera (incluso Liechtenstein),2,0.64
Bortigali,2024,1,Italia,619,97.33
Bortigali,2024,2,Stati Uniti d'America,14,2.2
Bortigali,2024,3,Spagna,3,0.47
Bortigali,2025,1,Italia,302,81.84
Bortigali,2025,2,Francia,16,4.34
Bortigali,2025,3,Romania,16,4.34
Bortigali,2025,4,Paesi Bassi,12,3.25
Bortigali,2025,5,Belgio,8,2.17
Bortigiadas,2023,1,Italia,538,58.04
Bortigiadas,2023,2,Francia,131,14.13
Bortigiadas,2023,3,Spagna,49,5.29
Bortigiadas,2023,4,Ungheria,32,3.45
Bortigiadas,2023,5,Germania,28,3.02
Bortigiadas,2024,1,Italia,865,58.37
Bortigiadas,2024,2,Francia,196,13.23
Bortigiadas,2024,3,Spagna,73,4.93
Bortigiadas,2024,4,Germania,51,3.44
Bortigiadas,2024,5,Svizzera (incluso Liechtenstein),47,3.17
Bortigiadas,2025,1,Italia,1131,45.22
Bortigiadas,2025,2,Francia,320,12.79
Bortigiadas,2025,3,Germania,210,8.4
Bortigiadas,2025,4,Polonia,165,6.6
Bortigiadas,2025,5,Spagna,152,6.08
Bosa,2022,1,Italia,47293,51.06
Bosa,2022,2,Francia,10074,10.88
Bosa,2022,3,Germania,8081,8.72
Bosa,2022,4,Svizzera (incluso Liechtenstein),3919,4.23
Bosa,2022,5,Paesi Bassi,3192,3.45
Bosa,2023,1,Italia,50153,47.76
Bosa,2023,2,Germania,10709,10.2
Bosa,2023,3,Francia,9640,9.18
Bosa,2023,4,Paesi Bassi,6159,5.87
Bosa,2023,5,Svizzera (incluso Liechtenstein),4268,4.06
Bosa,2024,1,Italia,42635,41.89
Bosa,2024,2,Germania,11626,11.42
Bosa,2024,3,Francia,11449,11.25
Bosa,2024,4,Paesi Bassi,4362,4.29
Bosa,2024,5,Svizzera (incluso Liechtenstein),3880,3.81
Bosa,2025,1,Italia,49501,40.44
Bosa,2025,2,Germania,14956,12.22
Bosa,2025,3,Francia,14554,11.89
Bosa,2025,4,Paesi Bassi,5458,4.46
Bosa,2025,5,Svizzera (incluso Liechtenstein),4736,3.87
Bottidda,2023,1,Italia,270,65.06
Bottidda,2023,2,Germania,42,10.12
Bottidda,2023,3,Svizzera (incluso Liechtenstein),25,6.02
Bottidda,2023,4,Francia,24,5.78
Bottidda,2023,5,Belgio,9,2.17
Bottidda,2024,1,Italia,443,77.72
Bottidda,2024,2,Germania,28,4.91
Bottidda,2024,3,Svizzera (incluso Liechtenstein),22,3.86
Bottidda,2024,4,Spagna,21,3.68
Bottidda,2024,5,Francia,12,2.11
Bottidda,2025,1,Italia,252,58.2
Bottidda,2025,2,Germania,35,8.08
Bottidda,2025,3,Altri Paesi dell'Africa,21,4.85
Bottidda,2025,4,Francia,19,4.39
Bottidda,2025,5,Polonia,15,3.46
Buddusò,2024,1,Italia,27,69.23
Buddusò,2024,2,Altri Paesi dell'Asia,12,30.77
Buddusò,2025,1,Italia,164,77.36
Buddusò,2025,2,Germania,16,7.55
Buddusò,2025,3,Lituania,9,4.25
Buddusò,2025,4,Svizzera (incluso Liechtenstein),9,4.25
Buddusò,2025,5,Portogallo,8,3.77
Budoni,2022,1,Italia,320786,48.29
Budoni,2022,2,Francia,158404,23.85
Budoni,2022,3,Regno Unito,73090,11.0
Budoni,2022,4,Germania,53747,8.09
Budoni,2022,5,Svizzera (incluso Liechtenstein),15055,2.27
Budoni,2023,1,Italia,360628,53.88
Budoni,2023,2,Francia,108000,16.14
Budoni,2023,3,Regno Unito,82724,12.36
Budoni,2023,4,Germania,56011,8.37
Budoni,2023,5,Svizzera (incluso Liechtenstein),13140,1.96
Budoni,2024,1,Italia,369790,47.61
Budoni,2024,2,Regno Unito,135875,17.49
Budoni,2024,3,Francia,115741,14.9
Budoni,2024,4,Germania,70419,9.07
Budoni,2024,5,Svizzera (incluso Liechtenstein),14407,1.85
Budoni,2025,1,Italia,413081,44.69
Budoni,2025,2,Francia,140252,15.17
Budoni,2025,3,Regno Unito,131969,14.28
Budoni,2025,4,Germania,104119,11.26
Budoni,2025,5,Svizzera (incluso Liechtenstein),20459,2.21
Buggerru,2022,1,Italia,8756,61.5
Buggerru,2022,2,Germania,1970,13.84
Buggerru,2022,3,Francia,1083,7.61
Buggerru,2022,4,Svizzera (incluso Liechtenstein),842,5.91
Buggerru,2022,5,Austria,394,2.77
Buggerru,2023,1,Italia,9816,61.8
Buggerru,2023,2,Germania,2085,13.13
Buggerru,2023,3,Francia,1360,8.56
Buggerru,2023,4,Svizzera (incluso Liechtenstein),636,4.0
Buggerru,2023,5,Austria,433,2.73
Buggerru,2024,1,Italia,13052,58.03
Buggerru,2024,2,Germania,3262,14.5
Buggerru,2024,3,Francia,1379,6.13
Buggerru,2024,4,Svizzera (incluso Liechtenstein),1339,5.95
Buggerru,2024,5,Austria,753,3.35
Buggerru,2025,1,Italia,15171,56.59
Buggerru,2025,2,Germania,3404,12.7
Buggerru,2025,3,Francia,1646,6.14
Buggerru,2025,4,Svizzera (incluso Liechtenstein),1437,5.36
Buggerru,2025,5,Austria,688,2.57
Bultei,2024,1,Italia,101,87.83
Bultei,2024,2,Germania,8,6.96
Bultei,2024,3,Francia,4,3.48
Bultei,2024,4,Romania,2,1.74
Bultei,2025,1,Italia,91,96.81
Bultei,2025,2,Regno Unito,2,2.13
Bultei,2025,3,Ucraina,1,1.06
Burcei,2023,1,Italia,379,66.26
Burcei,2023,2,Germania,80,13.99
Burcei,2023,3,Francia,37,6.47
Burcei,2023,4,Svizzera (incluso Liechtenstein),20,3.5
Burcei,2023,5,Altri Paesi Centro - Sud America,13,2.27
Burcei,2024,1,Italia,131,44.26
Burcei,2024,2,Francia,52,17.57
Burcei,2024,3,Paesi Bassi,51,17.23
Burcei,2024,4,Germania,20,6.76
Burcei,2024,5,Svizzera (incluso Liechtenstein),13,4.39
Burcei,2025,1,Italia,262,57.21
Burcei,2025,2,Francia,100,21.83
Burcei,2025,3,Germania,19,4.15
Burcei,2025,4,Spagna,16,3.49
Burcei,2025,5,Stati Uniti d'America,16,3.49
Burgos,2025,1,Altri Paesi Centro - Sud America,64,37.65
Burgos,2025,2,Italia,55,32.35
Burgos,2025,3,Spagna,40,23.53
Burgos,2025,4,Egitto,6,3.53
Burgos,2025,5,Stati Uniti d'America,4,2.35
Busachi,2022,1,Italia,122,100.0
Busachi,2023,1,Italia,20,100.0
Busachi,2024,1,Italia,19,95.0
Busachi,2024,2,Svizzera (incluso Liechtenstein),1,5.0
Busachi,2025,1,Italia,83,93.26
Busachi,2025,2,Francia,4,4.49
Busachi,2025,3,Stati Uniti d'America,2,2.25
Cabras,2022,1,Italia,56741,62.49
Cabras,2022,2,Germania,11759,12.95
Cabras,2022,3,Francia,5368,5.91
Cabras,2022,4,Svizzera (incluso Liechtenstein),5007,5.51
Cabras,2022,5,Austria,1597,1.76
Cabras,2023,1,Italia,57748,60.88
Cabras,2023,2,Germania,12035,12.69
Cabras,2023,3,Francia,6215,6.55
Cabras,2023,4,Svizzera (incluso Liechtenstein),4219,4.45
Cabras,2023,5,Paesi Bassi,1968,2.07
Cabras,2024,1,Italia,58277,61.88
Cabras,2024,2,Germania,10401,11.04
Cabras,2024,3,Francia,6037,6.41
Cabras,2024,4,Svizzera (incluso Liechtenstein),3740,3.97
Cabras,2024,5,Paesi Bassi,2089,2.22
Cabras,2025,1,Italia,75107,62.65
Cabras,2025,2,Germania,12640,10.54
Cabras,2025,3,Francia,7988,6.66
Cabras,2025,4,Svizzera (incluso Liechtenstein),4385,3.66
Cabras,2025,5,Paesi Bassi,3029,2.53
Cagliari,2022,1,Italia,366021,47.45
Cagliari,2022,2,Francia,70871,9.19
Cagliari,2022,3,Germania,57459,7.45
Cagliari,2022,4,Spagna,32133,4.17
Cagliari,2022,5,Regno Unito,28525,3.7
Cagliari,2023,1,Italia,375545,43.46
Cagliari,2023,2,Francia,75684,8.76
Cagliari,2023,3,Germania,66194,7.66
Cagliari,2023,4,Regno Unito,39743,4.6
Cagliari,2023,5,Spagna,36620,4.24
Cagliari,2024,1,Italia,384218,39.84
Cagliari,2024,2,Germania,82323,8.54
Cagliari,2024,3,Francia,69766,7.23
Cagliari,2024,4,Regno Unito,46653,4.84
Cagliari,2024,5,Spagna,43085,4.47
Cagliari,2025,1,Italia,443205,39.45
Cagliari,2025,2,Germania,94256,8.39
Cagliari,2025,3,Francia,80578,7.17
Cagliari,2025,4,Polonia,60015,5.34
Cagliari,2025,5,Spagna,46124,4.11
Calangianus,2022,1,Germania,260,30.59
Calangianus,2022,2,Italia,225,26.47
Calangianus,2022,3,Francia,118,13.88
Calangianus,2022,4,Svizzera (incluso Liechtenstein),70,8.24
Calangianus,2022,5,Regno Unito,34,4.0
Calangianus,2023,1,Francia,579,22.94
Calangianus,2023,2,Italia,522,20.68
Calangianus,2023,3,Germania,341,13.51
Calangianus,2023,4,Paesi Bassi,302,11.97
Calangianus,2023,5,Spagna,213,8.44
Calangianus,2024,1,Italia,694,22.69
Calangianus,2024,2,Germania,670,21.9
Calangianus,2024,3,Francia,418,13.66
Calangianus,2024,4,Paesi Bassi,304,9.94
Calangianus,2024,5,Belgio,167,5.46
Calangianus,2025,1,Francia,781,22.59
Calangianus,2025,2,Italia,660,19.09
Calangianus,2025,3,Germania,539,15.59
Calangianus,2025,4,Paesi Bassi,241,6.97
Calangianus,2025,5,Belgio,220,6.36
Calasetta,2022,1,Italia,32838,74.31
Calasetta,2022,2,Germania,2901,6.56
Calasetta,2022,3,Francia,2724,6.16
Calasetta,2022,4,Svizzera (incluso Liechtenstein),1242,2.81
Calasetta,2022,5,Paesi Bassi,709,1.6
Calasetta,2023,1,Italia,37412,71.53
Calasetta,2023,2,Francia,3675,7.03
Calasetta,2023,3,Germania,3666,7.01
Calasetta,2023,4,Svizzera (incluso Liechtenstein),1350,2.58
Calasetta,2023,5,Paesi Bassi,730,1.4
Calasetta,2024,1,Italia,42122,69.62
Calasetta,2024,2,Germania,5331,8.81
Calasetta,2024,3,Francia,4481,7.41
Calasetta,2024,4,Svizzera (incluso Liechtenstein),1469,2.43
Calasetta,2024,5,Polonia,876,1.45
Calasetta,2025,1,Italia,50879,69.59
Calasetta,2025,2,Germania,6783,9.28
Calasetta,2025,3,Francia,4087,5.59
Calasetta,2025,4,Svizzera (incluso Liechtenstein),2232,3.05
Calasetta,2025,5,Polonia,1613,2.21
Capoterra,2022,1,Italia,19031,39.0
Capoterra,2022,2,Germania,8598,17.62
Capoterra,2022,3,Francia,6537,13.4
Capoterra,2022,4,Svizzera (incluso Liechtenstein),1843,3.78
Capoterra,2022,5,Spagna,1495,3.06
Capoterra,2023,1,Italia,17530,29.64
Capoterra,2023,2,Germania,11542,19.52
Capoterra,2023,3,Francia,7653,12.94
Capoterra,2023,4,Svizzera (incluso Liechtenstein),2849,4.82
Capoterra,2023,5,Spagna,2374,4.01
Capoterra,2024,1,Italia,17997,29.06
Capoterra,2024,2,Germania,12459,20.12
Capoterra,2024,3,Francia,6603,10.66
Capoterra,2024,4,Polonia,3165,5.11
Capoterra,2024,5,Regno Unito,2684,4.33
Capoterra,2025,1,Italia,23950,30.55
Capoterra,2025,2,Germania,14032,17.9
Capoterra,2025,3,Francia,8357,10.66
Capoterra,2025,4,Regno Unito,4185,5.34
Capoterra,2025,5,Polonia,4047,5.16
Carbonia,2022,1,Italia,17337,57.09
Carbonia,2022,2,Francia,3597,11.85
Carbonia,2022,3,Germania,2496,8.22
Carbonia,2022,4,Spagna,1185,3.9
Carbonia,2022,5,Svizzera (incluso Liechtenstein),1005,3.31
Carbonia,2023,1,Italia,20165,60.67
Carbonia,2023,2,Germania,2996,9.01
Carbonia,2023,3,Francia,2824,8.5
Carbonia,2023,4,Paesi Bassi,1097,3.3
Carbonia,2023,5,Spagna,925,2.78
Carbonia,2024,1,Italia,26010,56.75
Carbonia,2024,2,Germania,5823,12.7
Carbonia,2024,3,Francia,3346,7.3
Carbonia,2024,4,Spagna,1715,3.74
Carbonia,2024,5,Paesi Bassi,1179,2.57
Carbonia,2025,1,Italia,26222,60.25
Carbonia,2025,2,Germania,4275,9.82
Carbonia,2025,3,Francia,3765,8.65
Carbonia,2025,4,Spagna,1310,3.01
Carbonia,2025,5,Paesi Bassi,1062,2.44
Cardedu,2022,1,Italia,77087,50.28
Cardedu,2022,2,Germania,31972,20.85
Cardedu,2022,3,Svizzera (incluso Liechtenstein),9631,6.28
Cardedu,2022,4,Francia,6640,4.33
Cardedu,2022,5,Austria,5086,3.32
Cardedu,2023,1,Italia,74042,49.14
Cardedu,2023,2,Germania,30750,20.41
Cardedu,2023,3,Svizzera (incluso Liechtenstein),7775,5.16
Cardedu,2023,4,Francia,7439,4.94
Cardedu,2023,5,Austria,5062,3.36
Cardedu,2024,1,Italia,71706,40.45
Cardedu,2024,2,Germania,46732,26.36
Cardedu,2024,3,Svizzera (incluso Liechtenstein),8599,4.85
Cardedu,2024,4,Francia,7071,3.99
Cardedu,2024,5,Polonia,6412,3.62
Cardedu,2025,1,Italia,72561,37.77
Cardedu,2025,2,Germania,53470,27.83
Cardedu,2025,3,Svizzera (incluso Liechtenstein),9943,5.18
Cardedu,2025,4,Francia,9226,4.8
Cardedu,2025,5,Austria,7126,3.71
Carloforte,2022,1,Italia,36256,81.38
Carloforte,2022,2,Francia,2063,4.63
Carloforte,2022,3,Germania,1563,3.51
Carloforte,2022,4,Svizzera (incluso Liechtenstein),1444,3.24
Carloforte,2022,5,Regno Unito,664,1.49
Carloforte,2023,1,Italia,31049,77.97
Carloforte,2023,2,Francia,1597,4.01
Carloforte,2023,3,Germania,1486,3.73
Carloforte,2023,4,Svizzera (incluso Liechtenstein),1366,3.43
Carloforte,2023,5,Stati Uniti d'America,726,1.82
Carloforte,2024,1,Italia,35470,78.3
Carloforte,2024,2,Francia,1881,4.15
Carloforte,2024,3,Germania,1551,3.42
Carloforte,2024,4,Svizzera (incluso Liechtenstein),1349,2.98
Carloforte,2024,5,Regno Unito,937,2.07
Carloforte,2025,1,Italia,44932,76.66
Carloforte,2025,2,Germania,2832,4.83
Carloforte,2025,3,Francia,2682,4.58
Carloforte,2025,4,Svizzera (incluso Liechtenstein),1822,3.11
Carloforte,2025,5,Regno Unito,1325,2.26
Castelsardo,2022,1,Italia,42807,30.59
Castelsardo,2022,2,Francia,20428,14.6
Castelsardo,2022,3,Paesi Bassi,18322,13.09
Castelsardo,2022,4,Germania,13167,9.41
Castelsardo,2022,5,Spagna,11861,8.47
Castelsardo,2023,1,Italia,41907,24.55
Castelsardo,2023,2,Francia,31440,18.42
Castelsardo,2023,3,Paesi Bassi,26255,15.38
Castelsardo,2023,4,Germania,19315,11.32
Castelsardo,2023,5,Spagna,12174,7.13
Castelsardo,2024,1,Italia,56644,22.6
Castelsardo,2024,2,Francia,44253,17.66
Castelsardo,2024,3,Germania,34215,13.65
Castelsardo,2024,4,Paesi Bassi,27487,10.97
Castelsardo,2024,5,Spagna,16326,6.51
Castelsardo,2025,1,Italia,57578,21.05
Castelsardo,2025,2,Francia,54149,19.8
Castelsardo,2025,3,Germania,36911,13.5
Castelsardo,2025,4,Paesi Bassi,29581,10.82
Castelsardo,2025,5,Spagna,18666,6.83
Castiadas,2022,1,Italia,250084,73.02
Castiadas,2022,2,Germania,32503,9.49
Castiadas,2022,3,Svizzera (incluso Liechtenstein),20564,6.0
Castiadas,2022,4,Francia,5429,1.59
Castiadas,2022,5,Regno Unito,5049,1.47
Castiadas,2023,1,Italia,164697,67.46
Castiadas,2023,2,Germania,27138,11.12
Castiadas,2023,3,Svizzera (incluso Liechtenstein),15504,6.35
Castiadas,2023,4,Francia,5278,2.16
Castiadas,2023,5,Austria,4103,1.68
Castiadas,2024,1,Italia,229725,67.81
Castiadas,2024,2,Germania,36740,10.84
Castiadas,2024,3,Svizzera (incluso Liechtenstein),19676,5.81
Castiadas,2024,4,Francia,7395,2.18
Castiadas,2024,5,Regno Unito,6359,1.88
Castiadas,2025,1,Italia,238976,62.53
Castiadas,2025,2,Germania,46706,12.22
Castiadas,2025,3,Svizzera (incluso Liechtenstein),23524,6.15
Castiadas,2025,4,Repubblica Ceca,11632,3.04
Castiadas,2025,5,Francia,8413,2.2
Cheremule,2024,1,Italia,295,47.97
Cheremule,2024,2,Francia,81,13.17
Cheremule,2024,3,Polonia,42,6.83
Cheremule,2024,4,Germania,41,6.67
Cheremule,2024,5,Belgio,40,6.5
Cheremule,2025,1,Italia,194,25.49
Cheremule,2025,2,Germania,123,16.16
Cheremule,2025,3,Paesi Bassi,94,12.35
Cheremule,2025,4,Portogallo,66,8.67
Cheremule,2025,5,Francia,49,6.44
Chiaramonti,2023,1,Italia,219,72.52
Chiaramonti,2023,2,Romania,52,17.22
Chiaramonti,2023,3,Portogallo,8,2.65
Chiaramonti,2023,4,Belgio,5,1.66
Chiaramonti,2023,5,Spagna,5,1.66
Chiaramonti,2024,1,Italia,344,36.29
Chiaramonti,2024,2,Altri Paesi Europei,221,23.31
Chiaramonti,2024,3,Francia,180,18.99
Chiaramonti,2024,4,Altri Paesi dell'Africa,43,4.54
Chiaramonti,2024,5,Germania,27,2.85
Chiaramonti,2025,1,Italia,431,38.72
Chiaramonti,2025,2,Francia,234,21.02
Chiaramonti,2025,3,Spagna,75,6.74
Chiaramonti,2025,4,Romania,71,6.38
Chiaramonti,2025,5,Germania,60,5.39
Codrongianos,2023,1,Italia,58,31.52
Codrongianos,2023,2,Regno Unito,56,30.43
Codrongianos,2023,3,Spagna,30,16.3
Codrongianos,2023,4,Francia,14,7.61
Codrongianos,2023,5,Polonia,12,6.52
Codrongianos,2024,1,Italia,170,26.6
Codrongianos,2024,2,Spagna,157,24.57
Codrongianos,2024,3,Francia,95,14.87
Codrongianos,2024,4,Malta,50,7.82
Codrongianos,2024,5,Germania,42,6.57
Codrongianos,2025,1,Spagna,203,22.66
Codrongianos,2025,2,Italia,180,20.09
Codrongianos,2025,3,Francia,173,19.31
Codrongianos,2025,4,Polonia,72,8.04
Codrongianos,2025,5,Ungheria,72,8.04
Collinas,2022,1,Italia,119,44.24
Collinas,2022,2,Francia,58,21.56
Collinas,2022,3,Germania,40,14.87
Collinas,2022,4,Altri Paesi dell'Asia,18,6.69
Collinas,2022,5,Moldavia,18,6.69
Collinas,2023,1,Italia,52,28.42
Collinas,2023,2,Francia,37,20.22
Collinas,2023,3,Spagna,20,10.93
Collinas,2023,4,Germania,16,8.74
Collinas,2023,5,Slovenia,14,7.65
Collinas,2024,1,Italia,131,45.49
Collinas,2024,2,Altri Paesi Europei,57,19.79
Collinas,2024,3,Francia,42,14.58
Collinas,2024,4,Germania,24,8.33
Collinas,2024,5,Spagna,24,8.33
Collinas,2025,1,Francia,147,39.95
Collinas,2025,2,Italia,109,29.62
Collinas,2025,3,Spagna,35,9.51
Collinas,2025,4,Germania,28,7.61
Collinas,2025,5,Svizzera (incluso Liechtenstein),24,6.52
Cossoine,2023,1,Italia,133,41.18
Cossoine,2023,2,Spagna,86,26.63
Cossoine,2023,3,Francia,26,8.05
Cossoine,2023,4,Slovenia,22,6.81
Cossoine,2023,5,Germania,20,6.19
Cossoine,2024,1,Francia,129,25.8
Cossoine,2024,2,Italia,126,25.2
Cossoine,2024,3,Polonia,85,17.0
Cossoine,2024,4,Regno Unito,28,5.6
Cossoine,2024,5,Germania,24,4.8
Cossoine,2025,1,Francia,144,27.53
Cossoine,2025,2,Italia,129,24.67
Cossoine,2025,3,Germania,60,11.47
Cossoine,2025,4,Spagna,50,9.56
Cossoine,2025,5,Polonia,21,4.02
Cuglieri,2022,1,Italia,83709,60.82
Cuglieri,2022,2,Germania,20745,15.07
Cuglieri,2022,3,Paesi Bassi,7803,5.67
Cuglieri,2022,4,Francia,7336,5.33
Cuglieri,2022,5,Svizzera (incluso Liechtenstein),4778,3.47
Cuglieri,2023,1,Italia,69326,54.9
Cuglieri,2023,2,Germania,22299,17.66
Cuglieri,2023,3,Francia,7970,6.31
Cuglieri,2023,4,Svizzera (incluso Liechtenstein),5937,4.7
Cuglieri,2023,5,Paesi Bassi,5355,4.24
Cuglieri,2024,1,Italia,74006,52.54
Cuglieri,2024,2,Germania,26463,18.79
Cuglieri,2024,3,Francia,10459,7.42
Cuglieri,2024,4,Svizzera (incluso Liechtenstein),7381,5.24
Cuglieri,2024,5,Paesi Bassi,4586,3.26
Cuglieri,2025,1,Italia,80136,55.75
Cuglieri,2025,2,Germania,23837,16.58
Cuglieri,2025,3,Francia,12482,8.68
Cuglieri,2025,4,Svizzera (incluso Liechtenstein),5873,4.09
Cuglieri,2025,5,Paesi Bassi,4553,3.17
Decimomannu,2022,1,Italia,735,77.7
Decimomannu,2022,2,Spagna,42,4.44
Decimomannu,2022,3,Francia,41,4.33
Decimomannu,2022,4,Paesi Bassi,24,2.54
Decimomannu,2022,5,Germania,20,2.11
Decimomannu,2023,1,Italia,1076,64.51
Decimomannu,2023,2,Francia,156,9.35
Decimomannu,2023,3,Germania,112,6.71
Decimomannu,2023,4,Spagna,64,3.84
Decimomannu,2023,5,Polonia,62,3.72
Decimomannu,2024,1,Italia,1312,69.31
Decimomannu,2024,2,Spagna,132,6.97
Decimomannu,2024,3,Francia,105,5.55
Decimomannu,2024,4,Germania,83,4.38
Decimomannu,2024,5,Belgio,54,2.85
Decimomannu,2025,1,Italia,1942,65.15
Decimomannu,2025,2,Francia,211,7.08
Decimomannu,2025,3,Germania,205,6.88
Decimomannu,2025,4,Spagna,165,5.54
Decimomannu,2025,5,Romania,87,2.92
Decimoputzu,2023,1,Italia,22,100.0
Desulo,2022,1,Italia,304,60.2
Desulo,2022,2,Francia,64,12.67
Desulo,2022,3,Germania,57,11.29
Desulo,2022,4,Paesi Bassi,25,4.95
Desulo,2022,5,Austria,15,2.97
Desulo,2023,1,Italia,550,81.72
Desulo,2023,2,Germania,55,8.17
Desulo,2023,3,Francia,25,3.71
Desulo,2023,4,Austria,11,1.63
Desulo,2023,5,Croazia,8,1.19
Desulo,2024,1,Italia,553,69.12
Desulo,2024,2,Germania,71,8.88
Desulo,2024,3,Francia,39,4.88
Desulo,2024,4,Repubblica Ceca,20,2.5
Desulo,2024,5,Regno Unito,19,2.38
Desulo,2025,1,Italia,397,58.47
Desulo,2025,2,Francia,50,7.36
Desulo,2025,3,Spagna,32,4.71
Desulo,2025,4,Repubblica Ceca,30,4.42
Desulo,2025,5,Germania,29,4.27
Dolianova,2022,1,Italia,444,77.35
Dolianova,2022,2,Francia,42,7.32
Dolianova,2022,3,Regno Unito,29,5.05
Dolianova,2022,4,Spagna,13,2.26
Dolianova,2022,5,Altri Paesi Centro - Sud America,12,2.09
Dolianova,2023,1,Italia,331,55.63
Dolianova,2023,2,Belgio,60,10.08
Dolianova,2023,3,Francia,48,8.07
Dolianova,2023,4,Regno Unito,44,7.39
Dolianova,2023,5,Austria,40,6.72
Dolianova,2024,1,Italia,485,32.86
Dolianova,2024,2,Germania,261,17.68
Dolianova,2024,3,Francia,242,16.4
Dolianova,2024,4,Regno Unito,111,7.52
Dolianova,2024,5,Paesi Bassi,83,5.62
Dolianova,2025,1,Italia,1059,39.01
Dolianova,2025,2,Francia,462,17.02
Dolianova,2025,3,Germania,325,11.97
Dolianova,2025,4,Regno Unito,176,6.48
Dolianova,2025,5,Spagna,129,4.75
Domus De Maria,2022,1,Italia,115975,61.59
Domus De Maria,2022,2,Germania,20881,11.09
Domus De Maria,2022,3,Svizzera (incluso Liechtenstein),11453,6.08
Domus De Maria,2022,4,Regno Unito,9003,4.78
Domus De Maria,2022,5,Francia,6729,3.57
Domus De Maria,2023,1,Italia,120987,55.24
Domus De Maria,2023,2,Germania,23418,10.69
Domus De Maria,2023,3,Svizzera (incluso Liechtenstein),14654,6.69
Domus De Maria,2023,4,Regno Unito,12299,5.62
Domus De Maria,2023,5,Francia,8199,3.74
Domus De Maria,2024,1,Italia,108515,48.14
Domus De Maria,2024,2,Germania,31548,13.99
Domus De Maria,2024,3,Regno Unito,16382,7.27
Domus De Maria,2024,4,Svizzera (incluso Liechtenstein),16069,7.13
Domus De Maria,2024,5,Francia,8530,3.78
Domus De Maria,2025,1,Italia,128450,49.59
Domus De Maria,2025,2,Germania,36636,14.14
Domus De Maria,2025,3,Svizzera (incluso Liechtenstein),17628,6.81
Domus De Maria,2025,4,Regno Unito,17201,6.64
Domus De Maria,2025,5,Francia,10666,4.12
Domusnovas,2022,1,Italia,191,58.77
Domusnovas,2022,2,Francia,67,20.62
Domusnovas,2022,3,Spagna,24,7.38
Domusnovas,2022,4,Germania,19,5.85
Domusnovas,2022,5,Israele,10,3.08
Domusnovas,2023,1,Italia,597,51.91
Domusnovas,2023,2,Francia,123,10.7
Domusnovas,2023,3,Germania,103,8.96
Domusnovas,2023,4,Bulgaria,69,6.0
Domusnovas,2023,5,Spagna,56,4.87
Domusnovas,2024,1,Italia,781,64.39
Domusnovas,2024,2,Germania,162,13.36
Domusnovas,2024,3,Francia,69,5.69
Domusnovas,2024,4,Slovenia,52,4.29
Domusnovas,2024,5,Regno Unito,34,2.8
Domusnovas,2025,1,Italia,904,55.53
Domusnovas,2025,2,Polonia,145,8.91
Domusnovas,2025,3,Germania,99,6.08
Domusnovas,2025,4,Francia,92,5.65
Domusnovas,2025,5,Spagna,71,4.36
Donori,2025,1,Austria,124,38.39
Donori,2025,2,Germania,48,14.86
Donori,2025,3,Svizzera (incluso Liechtenstein),42,13.0
Donori,2025,4,Altri Paesi Europei,28,8.67
Donori,2025,5,Paesi Bassi,22,6.81
Dorgali,2022,1,Italia,209945,44.62
Dorgali,2022,2,Germania,70196,14.92
