comune,anno,mese,letti_totali,superficie_kmq,densita_ricettiva,copertura_sufficiente
Bessude,2022,10,26,26.544,0.98,True
Bessude,2022,11,26,26.544,0.98,True
Bessude,2022,12,26,26.544,0.98,True
Bidonì,2022,1,0,11.775,0.0,False
Bidonì,2022,2,0,11.775,0.0,False
Bidonì,2022,3,0,11.775,0.0,False
Bidonì,2022,4,0,11.775,0.0,False
Bidonì,2022,5,0,11.775,0.0,False
Bidonì,2022,6,0,11.775,0.0,False
Bidonì,2022,7,0,11.775,0.0,False
Bidonì,2022,8,0,11.775,0.0,False
Bidonì,2022,9,0,11.775,0.0,False
Bidonì,2022,10,0,11.775,0.0,False
Bidonì,2022,11,0,11.775,0.0,False
Bidonì,2022,12,0,11.775,0.0,False
Birori,2022,1,0,17.269,0.0,False
Birori,2022,2,0,17.269,0.0,False
Birori,2022,3,0,17.269,0.0,False
Birori,2022,4,0,17.269,0.0,False
Birori,2022,5,0,17.269,0.0,False
Birori,2022,6,0,17.269,0.0,False
Birori,2022,7,0,17.269,0.0,False
Birori,2022,8,0,17.269,0.0,False
Birori,2022,9,0,17.269,0.0,False
Birori,2022,10,0,17.269,0.0,False
Birori,2022,11,0,17.269,0.0,False
Birori,2022,12,0,17.269,0.0,False
Bitti,2022,1,106,215.633,0.49,True
Bitti,2022,2,106,215.633,0.49,True
Bitti,2022,3,106,215.633,0.49,True
Bitti,2022,4,106,215.633,0.49,True
Bitti,2022,5,106,215.633,0.49,True
Bitti,2022,6,106,215.633,0.49,True
Bitti,2022,7,106,215.633,0.49,True
Bitti,2022,8,106,215.633,0.49,True
Bitti,2022,9,106,215.633,0.49,True
Bitti,2022,10,106,215.633,0.49,True
Bitti,2022,11,106,215.633,0.49,True
Bitti,2022,12,106,215.633,0.49,True
Bolotana,2022,1,127,108.415,1.17,True
Bolotana,2022,2,127,108.415,1.17,True
Bolotana,2022,3,127,108.415,1.17,True
Bolotana,2022,4,127,108.415,1.17,True
