comune,anno,mese,presenze_annue,letti_totali,utilizzazione_lorda_pct,segmenti_esclusi,copertura_sufficiente
Aidomaggiore,2024,9,230.02,8.0,7.88,0,True
Aidomaggiore,2024,10,230.02,8.0,7.88,0,True
Aidomaggiore,2024,11,230.02,8.0,7.88,0,True
Aidomaggiore,2024,12,230.02,8.0,7.88,0,True
Albagiara,2024,1,0.0,4.0,0.0,0,True
Albagiara,2024,2,0.0,4.0,0.0,0,True
Albagiara,2024,3,0.0,4.0,0.0,0,True
Albagiara,2024,4,0.0,4.0,0.0,0,True
Albagiara,2024,5,0.0,4.0,0.0,0,True
Albagiara,2024,6,0.0,4.0,0.0,0,True
Albagiara,2024,7,0.0,4.0,0.0,0,True
Albagiara,2024,8,0.0,4.0,0.0,0,True
Albagiara,2024,9,0.0,4.0,0.0,0,True
Albagiara,2024,10,0.0,4.0,0.0,0,True
Albagiara,2024,11,0.0,4.0,0.0,0,True
Albagiara,2024,12,0.0,4.0,0.0,0,True
Ales,2024,1,817.0,47.0,4.76,0,True
Ales,2024,2,817.0,47.0,4.76,0,True
Ales,2024,3,817.0,47.0,4.76,0,True
Ales,2024,4,817.0,47.0,4.76,0,True
Ales,2024,5,817.0,47.0,4.76,0,True
Ales,2024,6,817.0,47.0,4.76,0,True
Ales,2024,7,817.0,47.0,4.76,0,True
Ales,2024,8,817.0,47.0,4.76,0,True
Ales,2024,9,817.0,47.0,4.76,0,True
Ales,2024,10,817.0,47.0,4.76,0,True
Ales,2024,11,817.0,47.0,4.76,0,True
Ales,2024,12,817.0,47.0,4.76,0,True
Alghero,2024,1,1589756.0,27132.0,16.05,0,True
Alghero,2024,2,1589756.0,27132.0,16.05,0,True
Alghero,2024,3,1589756.0,27132.0,16.05,0,True
Alghero,2024,4,1589756.0,27132.0,16.05,0,True
Alghero,2024,5,1589756.0,27132.0,16.05,0,True
Alghero,2024,6,1589756.0,27132.0,16.05,0,True
Alghero,2024,7,1589756.0,27132.0,16.05,0,True
Alghero,2024,8,1589756.0,27132.0,16.05,0,True
Alghero,2024,9,1589756.0,27132.0,16.05,0,True
Alghero,2024,10,1589756.0,27132.0,16.05,0,True
Alghero,2024,11,1589756.0,27132.0,16.05,0,True
Alghero,2024,12,1589756.0,27132.0,16.05,0,True
Allai,2024,1,42.01,32.0,0.36,0,True
Allai,2024,2,42.01,32.0,0.36,0,True
Allai,2024,3,42.01,32.0,0.36,0,True
Allai,2024,4,42.01,32.0,0.36,0,True
Allai,2024,5,42.01,32.0,0.36,0,True
Allai,2024,6,42.01,32.0,0.36,0,True
Allai,2024,7,42.01,32.0,0.36,0,True
Allai,2024,8,42.01,32.0,0.36,0,True
Allai,2024,9,42.01,32.0,0.36,0,True
Allai,2024,10,42.01,32.0,0.36,0,True
Allai,2024,11,42.01,32.0,0.36,0,True
Allai,2024,12,42.01,32.0,0.36,0,True
Alà Dei Sardi,2024,1,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,2,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,3,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,4,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,5,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,6,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,7,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,8,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,9,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,10,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,11,121.99000000000001,21.0,1.59,0,True
Alà Dei Sardi,2024,12,121.99000000000001,21.0,1.59,0,True
Anela,2024,1,208.0,6.0,9.5,0,True
Anela,2024,2,208.0,6.0,9.5,0,True
Anela,2024,3,208.0,6.0,9.5,0,True
Anela,2024,4,208.0,6.0,9.5,0,True
Anela,2024,5,208.0,6.0,9.5,0,True
Anela,2024,6,208.0,6.0,9.5,0,True
Anela,2024,7,208.0,6.0,9.5,0,True
Anela,2024,8,208.0,6.0,9.5,0,True
Anela,2024,9,208.0,6.0,9.5,0,True
Anela,2024,10,208.0,6.0,9.5,0,True
Anela,2024,11,208.0,6.0,9.5,0,True
Anela,2024,12,208.0,6.0,9.5,0,True
Arborea,2024,1,87875.0,1931.0,12.47,0,True
Arborea,2024,2,87875.0,1931.0,12.47,0,True
Arborea,2024,3,87875.0,1931.0,12.47,0,True
Arborea,2024,4,87875.0,1931.0,12.47,0,True
Arborea,2024,5,87875.0,1931.0,12.47,0,True
Arborea,2024,6,87875.0,1931.0,12.47,0,True
Arborea,2024,7,87875.0,1931.0,12.47,0,True
Arborea,2024,8,87875.0,1931.0,12.47,0,True
Arborea,2024,9,87875.0,1931.0,12.47,0,True
Arborea,2024,10,87875.0,1931.0,12.47,0,True
Arborea,2024,11,87875.0,1931.0,12.47,0,True
Arborea,2024,12,87875.0,1931.0,12.47,0,True
Arbus,2024,1,71690.0,1904.0,10.32,0,True
Arbus,2024,2,71690.0,1904.0,10.32,0,True
Arbus,2024,3,71690.0,1904.0,10.32,0,True
Arbus,2024,4,71690.0,1904.0,10.32,0,True
Arbus,2024,5,71690.0,1904.0,10.32,0,True
Arbus,2024,6,71690.0,1904.0,10.32,0,True
Arbus,2024,7,71690.0,1904.0,10.32,0,True
Arbus,2024,8,71690.0,1904.0,10.32,0,True
Arbus,2024,9,71690.0,1904.0,10.32,0,True
Arbus,2024,10,71690.0,1904.0,10.32,0,True
Arbus,2024,11,71690.0,1904.0,10.32,0,True
Arbus,2024,12,71690.0,1904.0,10.32,0,True
Ardara,2024,1,0.0,4.0,0.0,0,True
Ardara,2024,2,0.0,4.0,0.0,0,True
Ardara,2024,3,0.0,4.0,0.0,0,True
Ardara,2024,4,0.0,4.0,0.0,0,True
Ardara,2024,5,0.0,4.0,0.0,0,True
Ardara,2024,6,0.0,4.0,0.0,0,True
Ardara,2024,7,0.0,4.0,0.0,0,True
Ardara,2024,8,0.0,4.0,0.0,0,True
Ardara,2024,9,0.0,4.0,0.0,0,True
Ardara,2024,10,0.0,4.0,0.0,0,True
Ardara,2024,11,0.0,4.0,0.0,0,True
Ardara,2024,12,0.0,4.0,0.0,0,True
Ardauli,2024,1,25.99,4.0,1.78,0,True
Ardauli,2024,2,25.99,4.0,1.78,0,True
Ardauli,2024,3,25.99,4.0,1.78,0,True
Ardauli,2024,4,25.99,4.0,1.78,0,True
Ardauli,2024,5,25.99,4.0,1.78,0,True
Ardauli,2024,6,25.99,4.0,1.78,0,True
Ardauli,2024,7,25.99,4.0,1.78,0,True
Ardauli,2024,8,25.99,4.0,1.78,0,True
Ardauli,2024,9,25.99,4.0,1.78,0,True
Ardauli,2024,10,25.99,4.0,1.78,0,True
Ardauli,2024,11,25.99,4.0,1.78,0,True
Ardauli,2024,12,25.99,4.0,1.78,0,True
